word,hiragana,romaji,reason,note,pos,category
画家,がか,gaka,similar_romaji,kept:坂/saka,普通名詞,人
餓鬼,がき,gaki,similar_romaji,kept:先/saki,普通名詞,人
学期,がっき,gakki,similar_romaji,kept:活気/kakki,時相名詞,時間
学区,がっく,gakku,similar_romaji,kept:学校/gakko,普通名詞,場所-その他
学究,がっきゅう,gakkyu,similar_romaji,kept:白球/hakkyu,普通名詞,抽象物
萼,がく,gaku,similar_romaji,kept:枠/waku,普通名詞,植物-部位
学童,がくどう,gakudo,similar_romaji,kept:学徒/gakuto,普通名詞,人
学位,がくい,gakui,similar_romaji,kept:白衣/hakui,普通名詞,抽象物
学友,がくゆう,gakuyu,similar_romaji,kept:楽譜/gakufu,普通名詞,人
画面,がめん,gamen,similar_romaji,kept:岩塩/ganen,普通名詞,人工物-その他
玩具,がんぐ,gangu,similar_romaji,kept:雁木/gangi,普通名詞,人工物-その他
眼下,がんか,ganka,similar_romaji,kept:山河/sanka,普通名詞,場所-その他
眼球,がんきゅう,gankyu,similar_romaji,kept:段丘/dankyu,普通名詞,動物-部位
顔面,がんめん,ganmen,similar_romaji,kept:満面/manmen,普通名詞,場所-その他
岩床,がんしょう,gansho,similar_romaji,kept:環礁/kansho,普通名詞,自然物
元祖,がんそ,ganso,similar_romaji,kept:炭素/tanso,普通名詞,人
元旦,がんたん,gantan,similar_romaji,kept:岩盤/ganban,時相名詞,時間
眼前,がんぜん,ganzen,similar_romaji,kept:元年/gannen,普通名詞,場所-その他
瓦礫,がれき,gareki,similar_romaji,kept:枯れ木/kareki,普通名詞,人工物-その他
画廊,がろう,garo,similar_romaji,kept:牙城/gajo,普通名詞,場所-施設
画商,がしょう,gasho,similar_romaji,kept:がちょう/gacho,普通名詞,人
合奏,がっそう,gasso,similar_romaji,kept:雑草/zasso,サ変名詞,抽象物
側,がわ,gawa,similar_romaji,kept:川/kawa,普通名詞,場所-機能
画材,がざい,gazai,similar_romaji,kept:下剤/gezai,普通名詞,人工物-その他
下段,げだん,gedan,similar_romaji,kept:下巻/gekan,普通名詞,場所-機能
芸道,げいどう,geido,similar_romaji,kept:青銅/seido,普通名詞,抽象物
芸名,げいめい,geimei,similar_romaji,kept:銘々/meimei,普通名詞,抽象物
芸能,げいのう,geino,similar_romaji,kept:芸子/geiko,普通名詞,抽象物
芸者,げいしゃ,geisha,similar_romaji,kept:外車/gaisha,普通名詞,人
芸当,げいとう,geito,similar_romaji,kept:鶏頭/keito,普通名詞,抽象物
下旬,げじゅん,gejun,similar_romaji,kept:手順/tejun,時相名詞,時間
下界,げかい,gekai,similar_romaji,kept:下剤/gezai,普通名詞,場所-その他
劇,げき,geki,similar_romaji,kept:胃液/ieki,普通名詞,抽象物
劇画,げきが,gekiga,similar_romaji,kept:壁画/hekiga,普通名詞,抽象物
月下,げっか,gekka,similar_romaji,kept:結果/kekka,普通名詞,場所-その他
下校,げこう,geko,similar_romaji,kept:猫/neko,サ変名詞,抽象物
現場,げんば,genba,similar_romaji,kept:天馬/tenba,普通名詞,場所-その他
原著,げんちょ,gencho,similar_romaji,kept:前兆/zencho,普通名詞,抽象物
現代,げんだい,gendai,similar_romaji,kept:玄米/genmai,普通名詞,時間
原画,げんが,genga,similar_romaji,kept:銀河/ginga,普通名詞,人工物-その他;抽象物
源氏,げんじ,genji,similar_romaji,kept:返事/henji,普通名詞,人
現下,げんか,genka,similar_romaji,kept:原野/genya,普通名詞,時間
玄関,げんかん,genkan,similar_romaji,kept:転換/tenkan,普通名詞,場所-施設部位
現金,げんきん,genkin,similar_romaji,kept:粘菌/nenkin,普通名詞,人工物-金銭
元老,げんろう,genro,similar_romaji,kept:原簿/genbo,普通名詞,人
原典,げんてん,genten,similar_romaji,kept:源泉/gensen,普通名詞,人工物-その他;抽象物
幻灯,げんとう,gento,similar_romaji,kept:弁当/bento,普通名詞,人工物-その他
原油,げんゆ,genyu,similar_romaji,kept:原野/genya,普通名詞,自然物
現在,げんざい,genzai,similar_romaji,kept:前栽/senzai,時相名詞,時間
減算,げんざん,genzan,similar_romaji,kept:連山/renzan,サ変名詞,抽象物
現像,げんぞう,genzo,similar_romaji,kept:原簿/genbo,サ変名詞,抽象物
夏至,げし,geshi,similar_romaji,kept:飯/meshi,時相名詞,時間
月謝,げっしゃ,gessha,similar_romaji,kept:列車/ressha,普通名詞,人工物-金銭
下山,げざん,gezan,similar_romaji,kept:下巻/gekan,サ変名詞,抽象物
義母,ぎぼ,gibo,similar_romaji,kept:牛蒡/gobo,普通名詞,人
毬杖,ぎちょう,gicho,similar_romaji,kept:機長/kicho,普通名詞,人工物-その他
犠打,ぎだ,gida,similar_romaji,kept:間/aida,普通名詞,抽象物
技芸,ぎげい,gigei,similar_romaji,kept:義兄/gikei,普通名詞,抽象物
銀色,ぎんいろ,giniro,similar_romaji,kept:金色/kiniro,普通名詞,色
吟醸,ぎんじょう,ginjo,similar_romaji,kept:人情/ninjo,サ変名詞,抽象物
銀貨,ぎんか,ginka,similar_romaji,kept:人家/jinka,普通名詞,人工物-金銭
吟遊,ぎんゆう,ginyu,similar_romaji,kept:群雄/gunyu,サ変名詞,抽象物
儀礼,ぎれい,girei,similar_romaji,kept:義兄/gikei,普通名詞,抽象物
義足,ぎそく,gisoku,similar_romaji,kept:規則/kisoku,普通名詞,人工物-その他
義弟,ぎてい,gitei,similar_romaji,kept:義兄/gikei,普通名詞,人
儀典,ぎてん,giten,similar_romaji,kept:飛天/hiten,普通名詞,抽象物
伍長,ごちょう,gocho,similar_romaji,kept:幼鳥/yocho,普通名詞,人
護符,ごふ,gofu,similar_romaji,kept:豆腐/tofu,普通名詞,人工物-その他
呉服,ごふく,gofuku,similar_romaji,kept:洋服/yofuku,普通名詞,人工物-その他
午後,ごご,gogo,similar_romaji,kept:牛蒡/gobo,時相名詞,時間
御飯,ごはん,gohan,similar_romaji,kept:湖畔/kohan,普通名詞,人工物-食べ物
合格,ごうかく,gokaku,similar_romaji,kept:城郭/jokaku,サ変名詞,抽象物
五官,ごかん,gokan,similar_romaji,kept:下巻/gekan,普通名詞,動物-部位
極道,ごくどう,gokudo,similar_romaji,kept:国道/kokudo,普通名詞,人
胡麻,ごま,goma,similar_romaji,kept:蒲/gama,普通名詞,植物;人工物-食べ物
五目,ごもく,gomoku,similar_romaji,kept:五穀/gokoku,普通名詞,抽象物
五輪,ごりん,gorin,similar_romaji,kept:動輪/dorin,普通名詞,抽象物
碁聖,ごせい,gosei,similar_romaji,kept:土星/dosei,普通名詞,人
合祀,ごうし,goshi,similar_romaji,kept:年/toshi,サ変名詞,抽象物
豪商,ごうしょう,gosho,similar_romaji,kept:蔵書/zosho,普通名詞,人
後手,ごて,gote,similar_romaji,kept:土手/dote,普通名詞,抽象物
豪邸,ごうてい,gotei,similar_romaji,kept:湖底/kotei,普通名詞,場所-施設
御殿,ごてん,goten,similar_romaji,kept:要点/yoten,普通名詞,場所-施設
誤訳,ごやく,goyaku,similar_romaji,kept:要約/yoyaku,サ変名詞,抽象物
五臓,ごぞう,gozo,similar_romaji,kept:楮/kozo,普通名詞,動物-部位
豪族,ごうぞく,gozoku,similar_romaji,kept:五穀/gokoku,普通名詞,人
宮司,ぐうじ,guji,similar_romaji,kept:筋/suji,普通名詞,人
胡頽子,ぐみ,gumi,similar_romaji,kept:組/kumi,普通名詞,植物;人工物-食べ物
群島,ぐんとう,gunto,similar_romaji,kept:軍手/gunte,普通名詞,場所-自然
寓話,ぐうわ,guwa,similar_romaji,kept:桑/kuwa,普通名詞,抽象物
漁場,ぎょば,gyoba,similar_romaji,kept:餃子/gyoza,普通名詞,場所-その他
蟯虫,ぎょうちゅう,gyochu,similar_romaji,kept:氷柱/hyochu,普通名詞,動物
魚影,ぎょえい,gyoei,similar_romaji,kept:行司/gyoji,普通名詞,形・模様
漁夫,ぎょふ,gyofu,similar_romaji,kept:漁具/gyogu,普通名詞,人
行儀,ぎょうぎ,gyogi,similar_romaji,kept:行司/gyoji,普通名詞,抽象物
行者,ぎょうじゃ,gyoja,similar_romaji,kept:餃子/gyoza,普通名詞,人
漁場,ぎょじょう,gyojo,similar_romaji,kept:明星/myojo,普通名詞,場所-その他
行間,ぎょうかん,gyokan,similar_romaji,kept:魚介/gyokai,普通名詞,場所-その他
漁網,ぎょもう,gyomo,similar_romaji,kept:漁港/gyoko,普通名詞,人工物-その他
行書,ぎょうしょ,gyosho,similar_romaji,kept:良書/ryosho,普通名詞,抽象物
漁村,ぎょそん,gyoson,similar_romaji,kept:漁船/gyosen,普通名詞,場所-その他
行水,ぎょうずい,gyozui,similar_romaji,kept:魚類/gyorui,サ変名詞,抽象物
波布,はぶ,habu,similar_romaji,kept:蕪/kabu,普通名詞,動物
肌身,はだみ,hadami,similar_romaji,kept:鋏/hasami,普通名詞,動物-部位
葉書き,はがき,hagaki,similar_romaji,kept:葉巻/hamaki,普通名詞,人工物-その他
接ぎ目,はぎめ,hagime,similar_romaji,kept:初め/hajime,普通名詞,人工物-その他
廃部,はいぶ,haibu,similar_romaji,kept:外部/gaibu,サ変名詞,抽象物
俳壇,はいだん,haidan,similar_romaji,kept:祭壇/saidan,普通名詞,場所-その他
拝殿,はいでん,haiden,similar_romaji,kept:廃船/haisen,普通名詞,場所-施設
胚芽,はいが,haiga,similar_romaji,kept:大河/taiga,普通名詞,植物-部位
背後,はいご,haigo,similar_romaji,kept:迷子/maigo,普通名詞,場所-その他
配偶,はいぐう,haigu,similar_romaji,kept:俳優/haiyu,サ変名詞,人;抽象物
廃品,はいひん,haihin,similar_romaji,kept:海浜/kaihin,普通名詞,人工物-その他
敗因,はいいん,haiin,similar_romaji,kept:隊員/taiin,普通名詞,抽象物
廃寺,はいじ,haiji,similar_romaji,kept:歳時/saiji,普通名詞,抽象物
排気,はいき,haiki,similar_romaji,kept:外気/gaiki,サ変名詞,人工物-その他;抽象物
俳句,はいく,haiku,similar_romaji,kept:俳優/haiyu,普通名詞,抽象物
配球,はいきゅう,haikyu,similar_romaji,kept:白球/hakkyu,普通名詞,抽象物
背面,はいめん,haimen,similar_romaji,kept:海綿/kaimen,普通名詞,場所-その他
拝礼,はいれい,hairei,similar_romaji,kept:祭礼/sairei,サ変名詞,抽象物
廃車,はいしゃ,haisha,similar_romaji,kept:外車/gaisha,普通名詞,人工物-乗り物
俳誌,はいし,haishi,similar_romaji,kept:台紙/daishi,普通名詞,人工物-その他
配水,はいすい,haisui,similar_romaji,kept:海水/kaisui,サ変名詞,抽象物
敗退,はいたい,haitai,similar_romaji,kept:廃材/haizai,サ変名詞,抽象物
配点,はいてん,haiten,similar_romaji,kept:廃船/haisen,サ変名詞,抽象物
配膳,はいぜん,haizen,similar_romaji,kept:廃船/haisen,サ変名詞,抽象物
秤,はかり,hakari,similar_romaji,kept:係/kakari,普通名詞,人工物-その他
刷毛,はけ,hake,similar_romaji,kept:酒/sake,普通名詞,人工物-その他
波形,はけい,hakei,similar_romaji,kept:白衣/hakui,普通名詞,形・模様
発刊,はっかん,hakkan,similar_romaji,kept:拝観/haikan,サ変名詞,抽象物
発券,はっけん,hakken,similar_romaji,kept:白煙/hakuen,サ変名詞,抽象物
発行,はっこう,hakko,similar_romaji,kept:学校/gakko,サ変名詞,抽象物
白眉,はくび,hakubi,similar_romaji,kept:白磁/hakuji,普通名詞,人
白露,はくろ,hakuro,similar_romaji,kept:柘榴/zakuro,時相名詞,時間
羽目,はめ,hame,similar_romaji,kept:豆/mame,普通名詞,場所-施設部位
花見,はなみ,hanami,similar_romaji,kept:鋏/hasami,サ変名詞,抽象物
鼻緒,はなお,hanao,similar_romaji,kept:半島/hanto,普通名詞,人工物-その他
班長,はんちょう,hancho,similar_romaji,kept:山頂/sancho,普通名詞,人
羽根,はね,hane,similar_romaji,kept:鐘/kane,普通名詞,動物-部位
半円,はんえん,hanen,similar_romaji,kept:岩塩/ganen,普通名詞,形・模様
版木,はんぎ,hangi,similar_romaji,kept:雁木/gangi,普通名詞,人工物-その他
飯盒,はんごう,hango,similar_romaji,kept:珊瑚/sango,普通名詞,人工物-その他
範囲,はんい,hani,similar_romaji,kept:谷/tani,普通名詞,場所-機能
埴輪,はにわ,haniwa,similar_romaji,kept:塙/hanawa,普通名詞,人工物-その他
半期,はんき,hanki,similar_romaji,kept:短期/tanki,時相名詞,時間
判こ,はんこ,hanko,similar_romaji,kept:半島/hanto,普通名詞,人工物-その他
半球,はんきゅう,hankyu,similar_romaji,kept:段丘/dankyu,普通名詞,形・模様
半輪,はんりん,hanrin,similar_romaji,kept:山林/sanrin,普通名詞,形・模様
伴侶,はんりょ,hanryo,similar_romaji,kept:顔料/ganryo,普通名詞,人
帆船,はんせん,hansen,similar_romaji,kept:廃船/haisen,普通名詞,人工物-乗り物
半紙,はんし,hanshi,similar_romaji,kept:反省/hansei,普通名詞,人工物-その他
半鐘,はんしょう,hansho,similar_romaji,kept:環礁/kansho,普通名詞,人工物-その他
帆走,はんそう,hanso,similar_romaji,kept:炭素/tanso,サ変名詞,抽象物
半纏,はんてん,hanten,similar_romaji,kept:南天/nanten,普通名詞,人工物-衣類
覇王,はおう,hao,similar_romaji,kept:顔/kao,普通名詞,人
葉っぱ,はっぱ,happa,similar_romaji,kept:河童/kappa,普通名詞,植物-部位
八方,はっぽう,happo,similar_romaji,kept:法被/happi,普通名詞,場所-その他
張り手,はりて,harite,similar_romaji,kept:遺り手/yarite,普通名詞,抽象物
覇者,はしゃ,hasha,similar_romaji,kept:馬車/basha,普通名詞,人
発車,はっしゃ,hassha,similar_romaji,kept:滑車/kassha,サ変名詞,抽象物
はたき,はたき,hataki,similar_romaji,kept:畑/hatake,普通名詞,人工物-その他
早寝,はやね,hayane,similar_romaji,kept:早瀬/hayase,サ変名詞,抽象物
狭間,はざま,hazama,similar_romaji,kept:風間/kazama,普通名詞,場所-機能
沙魚,はぜ,haze,similar_romaji,kept:風/kaze,普通名詞,動物;人工物-食べ物
葉月,はづき,hazuki,similar_romaji,kept:酸漿/hozuki,時相名詞,時間
塀,へい,hei,similar_romaji,kept:芸/gei,普通名詞,場所-施設部位
閉園,へいえん,heien,similar_romaji,kept:声援/seien,サ変名詞,抽象物
併願,へいがん,heigan,similar_romaji,kept:泥岩/deigan,サ変名詞,抽象物
平時,へいじ,heiji,similar_romaji,kept:定時/teiji,普通名詞,時間
閉校,へいこう,heiko,similar_romaji,kept:芸子/geiko,サ変名詞,抽象物
平面,へいめん,heimen,similar_romaji,kept:平原/heigen,普通名詞,場所-その他
平年,へいねん,heinen,similar_romaji,kept:平原/heigen,普通名詞,時間
辺地,へんち,henchi,similar_romaji,kept:現地/genchi,普通名詞,場所-その他
編著,へんちょ,hencho,similar_romaji,kept:前兆/zencho,普通名詞,抽象物
編者,へんじゃ,henja,similar_romaji,kept:選者/senja,普通名詞,人
返納,へんのう,henno,similar_romaji,kept:遍路/henro,サ変名詞,抽象物
編入,へんにゅう,hennyu,similar_romaji,kept:練乳/rennyu,サ変名詞,抽象物
返済,へんさい,hensai,similar_romaji,kept:前菜/zensai,サ変名詞,抽象物
返書,へんしょ,hensho,similar_romaji,kept:原初/gensho,普通名詞,人工物-その他
返送,へんそう,henso,similar_romaji,kept:前奏/zenso,サ変名詞,抽象物
篦,へら,hera,similar_romaji,kept:寺/tera,普通名詞,人工物-その他
舳先,へさき,hesaki,similar_romaji,kept:出先/desaki,普通名詞,人工物-その他
臍,へそ,heso,similar_romaji,kept:手相/teso,普通名詞,動物-部位
蔕,へた,heta,similar_romaji,kept:下駄/geta,普通名詞,植物-部位
雲雀,ひばり,hibari,similar_romaji,kept:光/hikari,普通名詞,動物
日々,ひび,hibi,similar_romaji,kept:蛇/hebi,時相名詞,時間
日歩,ひぶ,hibu,similar_romaji,kept:昼/hiru,普通名詞,人工物-金銭
飛弾,ひだん,hidan,similar_romaji,kept:彼岸/higan,普通名詞,人工物-その他
秘伝,ひでん,hiden,similar_romaji,kept:飛天/hiten,普通名詞,抽象物
日照り,ひでり,hideri,similar_romaji,kept:左/hidari,普通名詞,抽象物
皮膚,ひふ,hifu,similar_romaji,kept:義父/gifu,普通名詞,動物-部位
干潟,ひがた,higata,similar_romaji,kept:日なた/hinata,普通名詞,場所-自然
髭,ひげ,hige,similar_romaji,kept:姫/hime,普通名詞,動物-部位
日頃,ひごろ,higoro,similar_romaji,kept:身頃/migoro,時相名詞,時間
肘,ひじ,hiji,similar_romaji,kept:雉/kiji,普通名詞,動物-部位
聖,ひじり,hijiri,similar_romaji,kept:ひじき/hijiki,普通名詞,人
皮下,ひか,hika,similar_romaji,kept:自家/jika,普通名詞,動物-部位
皮革,ひかく,hikaku,similar_romaji,kept:企画/kikaku,普通名詞,人工物-その他
避寒,ひかん,hikan,similar_romaji,kept:蜜柑/mikan,サ変名詞,抽象物
飛行機,ひこうき,hikoki,similar_romaji,kept:檜/hinoki,普通名詞,人工物-乗り物
秘境,ひきょう,hikyo,similar_romaji,kept:肥料/hiryo,普通名詞,場所-その他
飛球,ひきゅう,hikyu,similar_romaji,kept:気球/kikyu,普通名詞,抽象物
紐,ひも,himo,similar_romaji,kept:肝/kimo,普通名詞,人工物-その他
干物,ひもの,himono,similar_romaji,kept:煮物/nimono,普通名詞,人工物-食べ物
火元,ひもと,himoto,similar_romaji,kept:地元/jimoto,普通名詞,場所-その他
日の出,ひので,hinode,similar_romaji,kept:海星/hitode,普通名詞,抽象物
ひれ,ひれ,hire,similar_romaji,kept:姫/hime,普通名詞,動物-部位
広間,ひろま,hiroma,similar_romaji,kept:広場/hiroba,普通名詞,場所-施設
昼間,ひるま,hiruma,similar_romaji,kept:ひぐま/higuma,時相名詞,時間
昼寝,ひるね,hirune,similar_romaji,kept:昼げ/hiruge,サ変名詞,抽象物
被災,ひさい,hisai,similar_romaji,kept:愛妻/aisai,サ変名詞,抽象物
飛車,ひしゃ,hisha,similar_romaji,kept:愛車/aisha,普通名詞,人工物-その他
皮脂,ひし,hishi,similar_romaji,kept:岸/kishi,普通名詞,自然物
冷や,ひや,hiya,similar_romaji,kept:宮/miya,普通名詞,人工物-食べ物
費用,ひよう,hiyo,similar_romaji,kept:利用/riyo,普通名詞,人工物-金銭
日除け,ひよけ,hiyoke,similar_romaji,kept:日焼け/hiyake,普通名詞,人工物-その他
膝,ひざ,hiza,similar_romaji,kept:平/hira,普通名詞,動物-部位
日付け,ひづけ,hizuke,similar_romaji,kept:水気/mizuke,普通名詞,時間
保母,ほぼ,hobo,similar_romaji,kept:牛蒡/gobo,普通名詞,人
法文,ほうぶん,hobun,similar_romaji,kept:等分/tobun,普通名詞,抽象物
庖丁,ほうちょう,hocho,similar_romaji,kept:幼鳥/yocho,普通名詞,人工物-その他
歩道,ほどう,hodo,similar_romaji,kept:淀/yodo,普通名詞,場所-施設部位
法会,ほうえ,hoe,similar_romaji,kept:肥/koe,普通名詞,抽象物
放映,ほうえい,hoei,similar_romaji,kept:後衛/koei,サ変名詞,抽象物
保父,ほふ,hofu,similar_romaji,kept:豆腐/tofu,普通名詞,人
砲丸,ほうがん,hogan,similar_romaji,kept:溶岩/yogan,普通名詞,人工物-その他
保護,ほご,hogo,similar_romaji,kept:老後/rogo,サ変名詞,人工物-その他
法衣,ほうい,hoi,similar_romaji,kept:問/toi,普通名詞,人工物-その他
捕逸,ほいつ,hoitsu,similar_romaji,kept:統一/toitsu,普通名詞,抽象物
法事,ほうじ,hoji,similar_romaji,kept:同時/doji,普通名詞,抽象物
方形,ほうけい,hokei,similar_romaji,kept:時計/tokei,普通名詞,形・模様
保険,ほけん,hoken,similar_romaji,kept:猛犬/moken,普通名詞,抽象物
箒,ほうき,hoki,similar_romaji,kept:軒/noki,普通名詞,人工物-その他
発句,ほっく,hokku,similar_romaji,kept:ほっけ/hokke,普通名詞,抽象物
芳香,ほうこう,hoko,similar_romaji,kept:横/yoko,普通名詞,自然物
北東,ほくとう,hokuto,similar_romaji,kept:即答/sokuto,普通名詞,場所-機能
北洋,ほくよう,hokuyo,similar_romaji,kept:木曜/mokuyo,普通名詞,場所-その他
方面,ほうめん,homen,similar_romaji,kept:索麺/somen,普通名詞,場所-その他
本,ほん,hon,similar_romaji,kept:紺/kon,普通名詞,人工物-その他;抽象物
翻案,ほんあん,honan,similar_romaji,kept:芳年/honen,サ変名詞,抽象物
本場,ほんば,honba,similar_romaji,kept:牝馬/hinba,普通名詞,場所-その他
本番,ほんばん,honban,similar_romaji,kept:門番/monban,普通名詞,抽象物
本殿,ほんでん,honden,similar_romaji,kept:本線/honsen,普通名詞,場所-施設
本堂,ほんどう,hondo,similar_romaji,kept:問答/mondo,普通名詞,場所-施設
本願,ほんがん,hongan,similar_romaji,kept:本館/honkan,普通名詞,抽象物
本院,ほんいん,honin,similar_romaji,kept:当人/tonin,普通名詞,場所-施設
本家,ほんけ,honke,similar_romaji,kept:ほっけ/hokke,普通名詞,場所-施設
本校,ほんこう,honko,similar_romaji,kept:鈍行/donko,普通名詞,場所-その他
本拠,ほんきょ,honkyo,similar_romaji,kept:辺境/henkyo,普通名詞,場所-その他
本年,ほんねん,honnen,similar_romaji,kept:本線/honsen,時相名詞,時間
本島,ほんとう,honto,similar_romaji,kept:半島/hanto,普通名詞,場所-その他
本屋,ほんや,honya,similar_romaji,kept:今夜/konya,普通名詞,場所-施設
本山,ほんざん,honzan,similar_romaji,kept:本館/honkan,普通名詞,場所-施設
幌,ほろ,horo,similar_romaji,kept:泥/doro,普通名詞,人工物-その他
宝石,ほうせき,hoseki,similar_romaji,kept:鉱石/koseki,普通名詞,自然物
保線,ほせん,hosen,similar_romaji,kept:母船/bosen,普通名詞,抽象物
法主,ほうしゅ,hoshu,similar_romaji,kept:洋酒/yoshu,普通名詞,人
包帯,ほうたい,hotai,similar_romaji,kept:上体/jotai,普通名詞,人工物-その他
宝刀,ほうとう,hoto,similar_romaji,kept:元/moto,普通名詞,人工物-その他
飽和,ほうわ,howa,similar_romaji,kept:邦画/hoga,サ変名詞,抽象物
邦訳,ほうやく,hoyaku,similar_romaji,kept:要約/yoyaku,サ変名詞,抽象物
法要,ほうよう,hoyo,similar_romaji,kept:炎/hono,普通名詞,抽象物
臍,ほぞ,hozo,similar_romaji,kept:楮/kozo,普通名詞,動物-部位
評伝,ひょうでん,hyoden,similar_romaji,kept:氷原/hyogen,普通名詞,抽象物
表具,ひょうぐ,hyogu,similar_romaji,kept:漁具/gyogu,普通名詞,抽象物
氷上,ひょうじょう,hyojo,similar_romaji,kept:明星/myojo,普通名詞,場所-その他
氷海,ひょうかい,hyokai,similar_romaji,kept:魚介/gyokai,普通名詞,場所-その他
表面,ひょうめん,hyomen,similar_romaji,kept:氷原/hyogen,普通名詞,場所-その他
氷嚢,ひょうのう,hyono,similar_romaji,kept:表土/hyodo,普通名詞,人工物-その他
表紙,ひょうし,hyoshi,similar_romaji,kept:教師/kyoshi,普通名詞,人工物-その他
表装,ひょうそう,hyoso,similar_romaji,kept:教祖/kyoso,サ変名詞,抽象物
瓢箪,ひょうたん,hyotan,similar_romaji,kept:氷山/hyozan,普通名詞,植物
異母,いぼ,ibo,similar_romaji,kept:糸/ito,普通名詞,抽象物
位置,いち,ichi,similar_romaji,kept:内/uchi,サ変名詞,場所-その他
市場,いちば,ichiba,similar_romaji,kept:一夜/ichiya,普通名詞,場所-その他
一同,いちどう,ichido,similar_romaji,kept:苺/ichigo,普通名詞,人
一隅,いちぐう,ichigu,similar_romaji,kept:苺/ichigo,普通名詞,場所-機能
一女,いちじょ,ichijo,similar_romaji,kept:苺/ichigo,普通名詞,人
一座,いちざ,ichiza,similar_romaji,kept:一夜/ichiya,サ変名詞,人
井戸,いど,ido,similar_romaji,kept:糸/ito,普通名詞,場所-その他
家々,いえいえ,ieie,similar_romaji,kept:生き餌/ikie,普通名詞,場所-施設
家路,いえじ,ieji,similar_romaji,kept:胃液/ieki,普通名詞,場所-その他
以遠,いえん,ien,similar_romaji,kept:天/ten,普通名詞,場所-機能
毬,いが,iga,similar_romaji,kept:板/ita,普通名詞,植物-部位
以後,いご,igo,similar_romaji,kept:糸/ito,時相名詞,時間
遺品,いひん,ihin,similar_romaji,kept:偉人/ijin,普通名詞,人工物-その他
異邦,いほう,iho,similar_romaji,kept:蝶/cho,普通名詞,場所-その他
以北,いほく,ihoku,similar_romaji,kept:異国/ikoku,普通名詞,場所-機能
医院,いいん,iin,similar_romaji,kept:銀/gin,普通名詞,場所-施設
遺児,いじ,iji,similar_romaji,kept:氏/uji,普通名詞,人
移住,いじゅう,iju,similar_romaji,kept:犬/inu,サ変名詞,抽象物
烏賊,いか,ika,similar_romaji,kept:赤/aka,普通名詞,動物;人工物-食べ物
一環,いっかん,ikkan,similar_romaji,kept:悪漢/akkan,普通名詞,形・模様
一刻,いっこく,ikkoku,similar_romaji,kept:医局/ikyoku,時相名詞,時間
以降,いこう,iko,similar_romaji,kept:糸/ito,時相名詞,時間
異郷,いきょう,ikyo,similar_romaji,kept:衣料/iryo,普通名詞,場所-その他
意味,いみ,imi,similar_romaji,kept:網/ami,サ変名詞,抽象物
鋳物,いもの,imono,similar_romaji,kept:獲物/emono,普通名詞,人工物-その他
稲田,いなだ,inada,similar_romaji,kept:筏/ikada,普通名詞,場所-その他
稲子,いなご,inago,similar_romaji,kept:穴子/anago,普通名詞,動物
田舎,いなか,inaka,similar_romaji,kept:お腹/onaka,普通名詞,場所-その他
以南,いなん,inan,similar_romaji,kept:胃酸/isan,普通名詞,場所-機能
院長,いんちょう,incho,similar_romaji,kept:稲穂/inaho,普通名詞,人
鸚哥,いんこ,inko,similar_romaji,kept:うんこ/unko,普通名詞,動物
隠居,いんきょ,inkyo,similar_romaji,kept:音響/onkyo,サ変名詞,抽象物
隕石,いんせき,inseki,similar_romaji,kept:一夕/isseki,普通名詞,自然物
印章,いんしょう,insho,similar_romaji,kept:暗礁/ansho,普通名詞,人工物-その他
引退,いんたい,intai,similar_romaji,kept:温帯/ontai,サ変名詞,抽象物
飲用,いんよう,inyo,similar_romaji,kept:衣料/iryo,サ変名詞,抽象物
印税,いんぜい,inzei,similar_romaji,kept:院生/insei,普通名詞,人工物-金銭
庵,いおり,iori,similar_romaji,kept:鳥/tori,普通名詞,場所-施設
一片,いっぺん,ippen,similar_romaji,kept:逸品/ippin,普通名詞,人工物-その他
一方,いっぽう,ippo,similar_romaji,kept:尾っぽ/oppo,普通名詞,場所-機能
以来,いらい,irai,similar_romaji,kept:位牌/ihai,時相名詞,時間
甍,いらか,iraka,similar_romaji,kept:海豚/iruka,普通名詞,場所-施設部位
慰霊,いれい,irei,similar_romaji,kept:衣類/irui,普通名詞,抽象物
入り江,いりえ,irie,similar_romaji,kept:生き餌/ikie,普通名詞,場所-自然
いろり,いろり,irori,similar_romaji,kept:井守/imori,普通名詞,場所-施設部位
以西,いせい,isei,similar_romaji,kept:石/ishi,普通名詞,場所-機能
緯線,いせん,isen,similar_romaji,kept:意見/iken,普通名詞,場所-その他
医者,いしゃ,isha,similar_romaji,kept:石/ishi,普通名詞,人
衣装,いしょう,isho,similar_romaji,kept:石/ishi,普通名詞,人工物-衣類
椅子,いす,isu,similar_romaji,kept:雄/osu,普通名詞,人工物-その他
従兄弟,いとこ,itoko,similar_romaji,kept:男/otoko,普通名詞,人
岩場,いわば,iwaba,similar_romaji,kept:岩魚/iwana,普通名詞,場所-その他
岩屋,いわや,iwaya,similar_romaji,kept:岩魚/iwana,普通名詞,場所-施設;場所-自然
医薬,いやく,iyaku,similar_romaji,kept:客/kyaku,普通名詞,人工物-その他
以前,いぜん,izen,similar_romaji,kept:意見/iken,時相名詞,時間
じゃこ,じゃこ,jako,similar_romaji,kept:箱/hako,普通名詞,動物;人工物-食べ物
邪教,じゃきょう,jakyo,similar_romaji,kept:華僑/kakyo,普通名詞,抽象物
