word,hiragana,romaji,reason,note,pos,category,domain
握力,あくりょく,akuryoku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
悪性,あくせい,akusei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
荒療治,あらりょうじ,araryoji,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
別状,べつじょう,betsujo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
惚,ぼけ,boke,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
分娩,ぶんべん,bunben,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
分泌,ぶんぴつ,bunpitsu,medical_domain,健康・医学; romaji_used_by:文筆,サ変名詞,抽象物,健康・医学
病,びょう,byo,medical_domain,健康・医学; romaji_used_by:廟,普通名詞,抽象物,健康・医学
病没,びょうぼつ,byobotsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
病害,びょうがい,byogai,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病原,びょうげん,byogen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病弊,びょうへい,byohei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病変,びょうへん,byohen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病状,びょうじょう,byojo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病気,びょうき,byoki,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病根,びょうこん,byokon,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病名,びょうめい,byomei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病理,びょうり,byori,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病床,びょうしょう,byosho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
着床,ちゃくしょう,chakusho,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
知覚,ちかく,chikaku,medical_domain,健康・医学; romaji_used_by:地核,サ変名詞,抽象物,健康・医学
鎮静,ちんせい,chinsei,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
鎮痛,ちんつう,chintsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
治療,ちりょう,chiryo,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
窒息,ちっそく,chissoku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
治癒,ちゆ,chiyu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
聴覚,ちょうかく,chokaku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
聴力,ちょうりょく,choryoku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
調剤,ちょうざい,chozai,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
中毒,ちゅうどく,chudoku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
中耳炎,ちゅうじえん,chujien,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
注射,ちゅうしゃ,chusha,medical_domain,健康・医学; romaji_used_by:駐車,サ変名詞,抽象物,健康・医学
虫垂炎,ちゅうすいえん,chusuien,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
打撲,だぼく,daboku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
脱臼,だっきゅう,dakkyu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
打診,だしん,dashin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
脱毛,だつもう,datsumo,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
伝染,でんせん,densen,medical_domain,健康・医学; romaji_used_by:電線,サ変名詞,抽象物,健康・医学
毒性,どくせい,dokusei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
鈍痛,どんつう,dontsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
衛生,えいせい,eisei,medical_domain,健康・医学; romaji_used_by:衛星,普通名詞,抽象物,健康・医学
疫病,えきびょう,ekibyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
疫学,えきがく,ekigaku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
疫痢,えきり,ekiri,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
延命,えんめい,enmei,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
遠視,えんし,enshi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
炎症,えんしょう,ensho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
不治,ふじ,fuji,medical_domain,健康・医学; romaji_used_by:藤,普通名詞,抽象物,健康・医学
服毒,ふくどく,fukudoku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
腹膜炎,ふくまくえん,fukumakuen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
腹痛,ふくつう,fukutsu,medical_domain,健康・医学; romaji_used_by:不屈,普通名詞,抽象物,健康・医学
服薬,ふくやく,fukuyaku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
服用,ふくよう,fukuyo,medical_domain,健康・医学; romaji_used_by:複葉,サ変名詞,抽象物,健康・医学
不眠,ふみん,fumin,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
不妊,ふにん,funin,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
古傷,ふるきず,furukizu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
風疹,ふうしん,fushin,medical_domain,健康・医学; romaji_used_by:不審,普通名詞,抽象物,健康・医学
負傷,ふしょう,fusho,medical_domain,健康・医学; romaji_used_by:封書,サ変名詞,抽象物,健康・医学
不全,ふぜん,fuzen,medical_domain,健康・医学; romaji_used_by:風前,普通名詞,抽象物,健康・医学
不随,ふずい,fuzui,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
外反母趾,がいはんぼし,gaihanboshi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
外傷,がいしょう,gaisho,medical_domain,健康・医学; romaji_used_by:外商,普通名詞,抽象物,健康・医学
眼病,がんびょう,ganbyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
眼科,がんか,ganka,medical_domain,健康・医学; romaji_used_by:眼下,普通名詞,抽象物,健康・医学
解毒,げどく,gedoku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
外科,げか,geka,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
下血,げけつ,geketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
激痛,げきつう,gekitsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
月経,げっけい,gekkei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
解熱,げねつ,genetsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
幻覚,げんかく,genkaku,medical_domain,健康・医学; romaji_used_by:厳格,普通名詞,抽象物,健康・医学
減量,げんりょう,genryo,medical_domain,健康・医学; romaji_used_by:原料,サ変名詞,抽象物,健康・医学
減食,げんしょく,genshoku,medical_domain,健康・医学; romaji_used_by:原色,サ変名詞,抽象物,健康・医学
げっぷ,げっぷ,geppu,medical_domain,健康・医学; romaji_used_by:月賦,普通名詞,抽象物,健康・医学
下痢,げり,geri,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
疑陽性,ぎようせい,giyosei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
誤飲,ごいん,goin,medical_domain,健康・医学; romaji_used_by:強引,サ変名詞,抽象物,健康・医学
誤診,ごしん,goshin,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
歯軋り,はぎしり,hagishiri,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
肺病,はいびょう,haibyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
肺炎,はいえん,haien,medical_domain,健康・医学; romaji_used_by:排煙,普通名詞,抽象物,健康・医学
徘徊,はいかい,haikai,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
敗血症,はいけつしょう,haiketsusho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
排卵,はいらん,hairan,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
発汗,はっかん,hakkan,medical_domain,健康・医学; romaji_used_by:発刊,サ変名詞,抽象物,健康・医学
白内障,はくないしょう,hakunaisho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
鼻声,はなごえ,hanagoe,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
歯並び,はならび,hanarabi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
麻疹,はしか,hashika,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
破傷風,はしょうふう,hashofu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
発疹,はっしん,hasshin,medical_domain,健康・医学; romaji_used_by:発進,サ変名詞,抽象物,健康・医学
発症,はっしょう,hassho,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
発病,はつびょう,hatsubyo,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
発育,はついく,hatsuiku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
発熱,はつねつ,hatsunetsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
併発,へいはつ,heihatsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
閉経,へいけい,heikei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
閉塞,へいそく,heisoku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
平癒,へいゆ,heiyu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
偏見,へんけん,henken,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
変性症,へんせいしょう,henseisho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
干乾し,ひぼし,hiboshi,medical_domain,健康・医学; romaji_used_by:日干し,普通名詞,抽象物,健康・医学
火膨れ,ひぶくれ,hibukure,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
肥大,ひだい,hidai,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
冷え性,ひえしょう,hiesho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
肥満,ひまん,himan,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
避妊,ひにん,hinin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
貧血,ひんけつ,hinketsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
保健,ほけん,hoken,medical_domain,健康・医学; romaji_used_by:保険,普通名詞,抽象物,健康・医学
保菌,ほきん,hokin,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
保湿,ほしつ,hoshitsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
疱瘡,ほうそう,hoso,medical_domain,健康・医学; romaji_used_by:法曹,普通名詞,抽象物,健康・医学
発作,ほっさ,hossa,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
保養,ほよう,hoyo,medical_domain,健康・医学; romaji_used_by:法要,サ変名詞,抽象物,健康・医学
一命,いちめい,ichimei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
遺伝,いでん,iden,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
胃炎,いえん,ien,medical_domain,健康・医学; romaji_used_by:以遠,普通名詞,抽象物,健康・医学
医事,いじ,iji,medical_domain,健康・医学; romaji_used_by:遺児,普通名詞,抽象物,健康・医学
医術,いじゅつ,ijutsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
息切れ,いきぎれ,ikigire,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
息の根,いきのね,ikinone,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
医務,いむ,imu,medical_domain,健康・医学; romaji_used_by:忌む,普通名詞,抽象物,健康・医学
医療,いりょう,iryo,medical_domain,健康・医学; romaji_used_by:衣料,普通名詞,抽象物,健康・医学
移植,いしょく,ishoku,medical_domain,健康・医学; romaji_used_by:衣食,サ変名詞,抽象物,健康・医学
萎縮,いしゅく,ishuku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
胃痛,いつう,itsu,medical_domain,健康・医学; romaji_used_by:いつ,普通名詞,抽象物,健康・医学
弱視,じゃくし,jakushi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
耳鼻咽喉科,じびいんこうか,jibiinkoka,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
耳鼻科,じびか,jibika,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
持病,じびょう,jibyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
自閉症,じへいしょう,jiheisho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
腎炎,じんえん,jinen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
蕁麻疹,じんましん,jinmashin,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
塵肺,じんぱい,jinpai,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
滋養,じよう,jiyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
助命,じょめい,jomei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
重病,じゅうびょう,jubyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
充血,じゅうけつ,juketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
受精,じゅせい,jusei,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
受診,じゅしん,jushin,medical_domain,健康・医学; romaji_used_by:重臣,サ変名詞,抽象物,健康・医学
重傷,じゅうしょう,jusho,medical_domain,健康・医学; romaji_used_by:住所,普通名詞,抽象物,健康・医学
重症,じゅうしょう,jusho,medical_domain,健康・医学; romaji_used_by:住所,普通名詞,抽象物,健康・医学
重体,じゅうたい,jutai,medical_domain,健康・医学; romaji_used_by:渋滞,普通名詞,抽象物,健康・医学
解剖,かいぼう,kaibo,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
快復,かいふく,kaifuku,medical_domain,健康・医学; romaji_used_by:回復,サ変名詞,抽象物,健康・医学
開腹,かいふく,kaifuku,medical_domain,健康・医学; romaji_used_by:回復,サ変名詞,抽象物,健康・医学
快方,かいほう,kaiho,medical_domain,健康・医学; romaji_used_by:介抱,普通名詞,抽象物,健康・医学
回診,かいしん,kaishin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
潰瘍,かいよう,kaiyo,medical_domain,健康・医学; romaji_used_by:海洋,普通名詞,抽象物,健康・医学
脚気,かっけ,kakke,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
感冒,かんぼう,kanbo,medical_domain,健康・医学; romaji_used_by:官房,普通名詞,抽象物,健康・医学
完治,かんち,kanchi,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
肝炎,かんえん,kanen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
看護,かんご,kango,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
肝硬変,かんこうへん,kankohen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
化膿,かのう,kano,medical_domain,健康・医学; romaji_used_by:可能,サ変名詞,抽象物,健康・医学
漢方,かんぽう,kanpo,medical_domain,健康・医学; romaji_used_by:官報,普通名詞,抽象物,健康・医学
感染,かんせん,kansen,medical_domain,健康・医学; romaji_used_by:艦船,サ変名詞,抽象物,健康・医学
過食,かしょく,kashoku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
掠り傷,かすりきず,kasurikizu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
肩凝り,かたこり,katakori,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
風邪,かぜ,kaze,medical_domain,健康・医学; romaji_used_by:風,普通名詞,抽象物,健康・医学
仮病,けびょう,kebyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
怪我,けが,kega,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
経口,けいこう,keiko,medical_domain,健康・医学; romaji_used_by:稽古,普通名詞,抽象物,健康・医学
痙攣,けいれん,keiren,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
軽傷,けいしょう,keisho,medical_domain,健康・医学; romaji_used_by:軽少,普通名詞,抽象物,健康・医学
軽症,けいしょう,keisho,medical_domain,健康・医学; romaji_used_by:軽少,普通名詞,抽象物,健康・医学
血行,けっこう,kekko,medical_domain,健康・医学; romaji_used_by:欠航,普通名詞,抽象物,健康・医学
顕微,けんび,kenbi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
健忘症,けんぼうしょう,kenbosho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
検疫,けんえき,keneki,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
検眼,けんがん,kengan,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
健常,けんじょう,kenjo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
献血,けんけつ,kenketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
検温,けんおん,kenon,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
健診,けんしん,kenshin,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
検診,けんしん,kenshin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
倦怠,けんたい,kentai,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
献体,けんたい,kentai,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
結石,けっせき,kesseki,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
血栓,けっせん,kessen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
血色,けっしょく,kesshoku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
血沈,けっちん,ketchin,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
血圧,けつあつ,ketsuatsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
結膜炎,けつまくえん,ketsumakuen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
血友病,けつゆうびょう,ketsuyubyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
血糖,けっとう,ketto,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
奇病,きびょう,kibyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
気管支炎,きかんしえん,kikanshien,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
効き目,ききめ,kikime,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
禁煙,きんえん,kinen,medical_domain,健康・医学; romaji_used_by:祈念,サ変名詞,抽象物,健康・医学
近眼,きんがん,kingan,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
近視,きんし,kinshi,medical_domain,健康・医学; romaji_used_by:菌糸,普通名詞,抽象物,健康・医学
切り傷,きりきず,kirikizu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
危篤,きとく,kitoku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
気絶,きぜつ,kizetsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
傷,きず,kizu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
傷口,きずぐち,kizuguchi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
紅潮,こうちょう,kocho,medical_domain,健康・医学; romaji_used_by:校長,サ変名詞,抽象物,健康・医学
硬直,こうちょく,kochoku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
声変わり,こえがわり,koegawari,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
後遺症,こういしょう,koisho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
抗菌,こうきん,kokin,medical_domain,健康・医学; romaji_used_by:公金,普通名詞,抽象物,健康・医学
腓返り,こむらがえり,komuragaeri,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
根治,こんち,konchi,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
高熱,こうねつ,konetsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
効能,こうのう,kono,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
昏睡,こんすい,konsui,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
高齢,こうれい,korei,medical_domain,健康・医学; romaji_used_by:恒例,普通名詞,抽象物,健康・医学
公傷,こうしょう,kosho,medical_domain,健康・医学; romaji_used_by:鉱床,普通名詞,抽象物,健康・医学
口臭,こうしゅう,koshu,medical_domain,健康・医学; romaji_used_by:好手,普通名詞,抽象物,健康・医学
梗塞,こうそく,kosoku,medical_domain,健康・医学; romaji_used_by:校則,サ変名詞,抽象物,健康・医学
骨折,こっせつ,kossetsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
効用,こうよう,koyo,medical_domain,健康・医学; romaji_used_by:紅葉,普通名詞,抽象物,健康・医学
駆虫,くちゅう,kuchu,medical_domain,健康・医学; romaji_used_by:空中,サ変名詞,抽象物,健康・医学
駆除,くじょ,kujo,medical_domain,健康・医学; romaji_used_by:苦情,サ変名詞,抽象物,健康・医学
くしゃみ,くしゃみ,kushami,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
薬漬け,くすりづけ,kusurizuke,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
矯正,きょうせい,kyosei,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
去勢,きょせい,kyosei,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
拒食,きょしょく,kyoshoku,medical_domain,健康・医学; romaji_used_by:教職,普通名詞,抽象物,健康・医学
胸痛,きょうつう,kyotsu,medical_domain,健康・医学; romaji_used_by:共通,普通名詞,抽象物,健康・医学
灸,きゅう,kyu,medical_domain,健康・医学; romaji_used_by:急,普通名詞,抽象物,健康・医学
急病,きゅうびょう,kyubyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
急変,きゅうへん,kyuhen,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
救急,きゅうきゅう,kyukyu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
救命,きゅうめい,kyumei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
急性,きゅうせい,kyusei,medical_domain,健康・医学; romaji_used_by:旧制,普通名詞,抽象物,健康・医学
急逝,きゅうせい,kyusei,medical_domain,健康・医学; romaji_used_by:旧制,サ変名詞,抽象物,健康・医学
休診,きゅうしん,kyushin,medical_domain,健康・医学; romaji_used_by:球審,サ変名詞,抽象物,健康・医学
休養,きゅうよう,kyuyo,medical_domain,健康・医学; romaji_used_by:給与,サ変名詞,抽象物,健康・医学
麻痺,まひ,mahi,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
万病,まんびょう,manbyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
慢性,まんせい,mansei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
麻酔,ますい,masui,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
滅菌,めっきん,mekkin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
目眩,めまい,memai,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
免疫,めんえき,meneki,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
耳鳴り,みみなり,miminari,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
みみずばれ,みみずばれ,mimizubare,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
水疱瘡,みずぼうそう,mizuboso,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
水膨れ,みずぶくれ,mizubukure,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
水虫,みずむし,mizumushi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
猛威,もうい,moi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
問診,もんしん,monshin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
耄碌,もうろく,moroku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
毛細,もうさい,mosai,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
無病,むびょう,mubyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
無病息災,むびょうそくさい,mubyosokusai,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
鞭打ち,むちうち,muchiuchi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
鞭打ち症,むちうちしょう,muchiuchisho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
無菌,むきん,mukin,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
浮腫,むくみ,mukumi,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
胸焼け,むねやけ,muneyake,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
脈,みゃく,myaku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
脈拍,みゃくはく,myakuhaku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
内分泌,ないぶんぴつ,naibunpitsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
内科,ないか,naika,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
内出血,ないしゅっけつ,naishukketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
生傷,なまきず,namakizu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
難病,なんびょう,nanbyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
難聴,なんちょう,nancho,medical_domain,健康・医学; romaji_used_by:軟調,普通名詞,抽象物,健康・医学
難治,なんじ,nanji,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
夏ばて,なつばて,natsubate,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
猫背,ねこぜ,nekoze,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
捻挫,ねんざ,nenza,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
熱病,ねつびょう,netsubyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
肉離れ,にくばなれ,nikubanare,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
脳炎,のうえん,noen,medical_domain,健康・医学; romaji_used_by:農園,普通名詞,抽象物,健康・医学
脳波,のうは,noha,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
脳溢血,のういっけつ,noikketsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
脳膜炎,のうまくえん,nomakuen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
脳震盪,のうしんとう,noshinto,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
脳症,のうしょう,nosho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
脳卒中,のうそっちゅう,nosotchu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
膿瘍,のうよう,noyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
入院,にゅういん,nyuin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
悪寒,おかん,okan,medical_domain,健康・医学; romaji_used_by:王冠,普通名詞,抽象物,健康・医学
大怪我,おおけが,okega,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
応急,おうきゅう,okyu,medical_domain,健康・医学; romaji_used_by:王宮,普通名詞,抽象物,健康・医学
黄熱,おうねつ,onetsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
往診,おうしん,oshin,medical_domain,健康・医学; romaji_used_by:往信,サ変名詞,抽象物,健康・医学
来院,らいいん,raiin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
乱視,らんし,ranshi,medical_domain,健康・医学; romaji_used_by:卵子,普通名詞,抽象物,健康・医学
裂傷,れっしょう,ressho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
罹患,りかん,rikan,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
老眼,ろうがん,rogan,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
老衰,ろうすい,rosui,medical_domain,健康・医学; romaji_used_by:漏水,サ変名詞,抽象物,健康・医学
両眼,りょうがん,ryogan,medical_domain,健康・医学; romaji_used_by:両岸,普通名詞,抽象物,健康・医学
療法,りょうほう,ryoho,medical_domain,健康・医学; romaji_used_by:両方,普通名詞,抽象物,健康・医学
緑内障,りょくないしょう,ryokunaisho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
療養,りょうよう,ryoyo,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
流感,りゅうかん,ryukan,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
流血,りゅうけつ,ryuketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
再発,さいはつ,saihatsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
