word,hiragana,romaji,pos,category,domain,source
的中,てきちゅう,tekichu,サ変名詞,抽象物,,manual
適時,てきじ,tekiji,普通名詞,時間,,juman
敵陣,てきじん,tekijin,普通名詞,場所-その他,スポーツ,juman
適応,てきおう,tekio,サ変名詞,抽象物,,manual
適齢期,てきれいき,tekireiki,普通名詞,時間,家庭・暮らし,juman
適役,てきやく,tekiyaku,普通名詞,抽象物,文化・芸術,juman
鉄琴,てっきん,tekkin,普通名詞,人工物-その他,文化・芸術,juman
鉄骨,てっこつ,tekkotsu,普通名詞,人工物-その他,,juman
手漕ぎ,てこぎ,tekogi,普通名詞,抽象物,レクリエーション,juman
手首,てくび,tekubi,普通名詞,動物-部位,,juman
手癖,てくせ,tekuse,普通名詞,抽象物,,manual
手招き,てまねき,temaneki,サ変名詞,抽象物,,juman
手回り,てまわり,temawari,普通名詞,抽象物,家庭・暮らし,juman
天,てん,ten,普通名詞,場所-自然,,manual
手直し,てなおし,tenaoshi,サ変名詞,抽象物,,juman
手習い,てならい,tenarai,サ変名詞,抽象物,文化・芸術;教育・学習,juman
天馬,てんば,tenba,普通名詞,動物,文化・芸術,juman
天引き,てんびき,tenbiki,サ変名詞,抽象物,家庭・暮らし;ビジネス,juman
天秤,てんびん,tenbin,普通名詞,人工物-その他,,juman
天丼,てんどん,tendon,普通名詞,人工物-食べ物,料理・食事,juman
天国,てんごく,tengoku,普通名詞,場所-その他,,juman
天草,てんぐさ,tengusa,普通名詞,植物,,juman
天上,てんじょう,tenjo,サ変名詞,場所-自然,文化・芸術,juman
転換,てんかん,tenkan,サ変名詞,抽象物,,manual
篆刻,てんこく,tenkoku,サ変名詞,抽象物,文化・芸術,juman
天空,てんくう,tenku,普通名詞,場所-自然,,juman
天球,てんきゅう,tenkyu,普通名詞,場所-その他,,juman
天窓,てんまど,tenmado,普通名詞,場所-施設部位,家庭・暮らし,juman
天幕,てんまく,tenmaku,普通名詞,人工物-その他,,juman
伝馬船,てんません,tenmasen,普通名詞,人工物-乗り物,,juman
天命,てんめい,tenmei,普通名詞,抽象物,,manual
点滅,てんめつ,tenmetsu,サ変名詞,抽象物,,manual
天然,てんねん,tennen,普通名詞,抽象物,,manual
天王星,てんのうせい,tennosei,普通名詞,自然物,,juman
天王山,てんのうざん,tennozan,普通名詞,場所-その他;時間,,juman
天女,てんにょ,tennyo,普通名詞,人,文化・芸術,juman
手の平,てのひら,tenohira,普通名詞,動物-部位,,juman
手の甲,てのこう,tenoko,普通名詞,動物-部位,,juman
天火,てんぴ,tenpi,普通名詞,抽象物,料理・食事,juman
転覆,てんぷく,tenpuku,サ変名詞,抽象物,交通,juman
天麩羅,てんぷら,tenpura,普通名詞,人工物-食べ物,料理・食事,juman
転落,てんらく,tenraku,サ変名詞,抽象物,,manual
添削,てんさく,tensaku,サ変名詞,抽象物,教育・学習,juman
転籍,てんせき,tenseki,サ変名詞,抽象物,教育・学習;政治,juman
天心,てんしん,tenshin,普通名詞,場所-機能,文化・芸術,juman
天守閣,てんしゅかく,tenshukaku,普通名詞,場所-施設,,juman
転出,てんしゅつ,tenshutsu,サ変名詞,抽象物,家庭・暮らし,juman
天体,てんたい,tentai,普通名詞,自然物,,juman
天敵,てんてき,tenteki,普通名詞,動物,,juman
転轍機,てんてつき,tentetsuki,普通名詞,人工物-その他,交通,juman
てんとう虫,てんとうむし,tentomushi,普通名詞,動物,,juman
手拭い,てぬぐい,tenugui,普通名詞,人工物-その他,家庭・暮らし,juman
点訳,てんやく,tenyaku,サ変名詞,抽象物,家庭・暮らし,juman
手桶,ておけ,teoke,普通名詞,人工物-その他,家庭・暮らし,juman
鉄板,てっぱん,teppan,普通名詞,人工物-その他,,juman
鉄壁,てっぺき,teppeki,普通名詞,場所-施設部位,,juman
鉄筆,てっぴつ,teppitsu,普通名詞,人工物-その他,文化・芸術,juman
鉄砲,てっぽう,teppo,普通名詞,人工物-その他,,juman
寺,てら,tera,普通名詞,場所-施設,文化・芸術,juman
寺子屋,てらこや,terakoya,普通名詞,場所-施設,教育・学習,juman
照り返し,てりかえし,terikaeshi,サ変名詞,抽象物,,juman
照り焼き,てりやき,teriyaki,普通名詞,人工物-食べ物,料理・食事,juman
手提げ,てさげ,tesage,普通名詞,人工物-その他,,juman
手探り,てさぐり,tesaguri,サ変名詞,抽象物,,juman
手製,てせい,tesei,普通名詞,抽象物,料理・食事,juman
手下,てした,teshita,普通名詞,人,,juman
手相,てそう,teso,普通名詞,抽象物,文化・芸術,juman
鉄柵,てっさく,tessaku,普通名詞,人工物-その他,,juman
鉄線,てっせん,tessen,普通名詞,人工物-その他,,juman
撤収,てっしゅう,tesshu,サ変名詞,抽象物,,manual
鉄則,てっそく,tessoku,普通名詞,抽象物,,manual
手摺り,てすり,tesuri,普通名詞,場所-施設部位,,juman
鉄,てつ,tetsu,普通名詞,自然物,,juman
鉄瓶,てつびん,tetsubin,普通名詞,人工物-その他,,juman
鉄棒,てつぼう,tetsubo,普通名詞,人工物-その他,レクリエーション;教育・学習,juman
鉄分,てつぶん,tetsubun,普通名詞,自然物,料理・食事,juman
哲学,てつがく,tetsugaku,普通名詞,抽象物,教育・学習;科学・技術,juman
鉄人,てつじん,tetsujin,普通名詞,人,,juman
鉄条網,てつじょうもう,tetsujomo,普通名詞,人工物-その他,,juman
手付け金,てつけきん,tetsukekin,普通名詞,人工物-金銭,家庭・暮らし;ビジネス,juman
徹夜,てつや,tetsuya,サ変名詞,抽象物,家庭・暮らし;教育・学習,juman
手続き,てつづき,tetsuzuki,サ変名詞,抽象物,,juman
手分け,てわけ,tewake,サ変名詞,抽象物,,juman
手役,てやく,teyaku,普通名詞,抽象物,レクリエーション,juman
手触り,てざわり,tezawari,普通名詞,抽象物,,juman
手作り,てづくり,tezukuri,サ変名詞,抽象物,,juman
投網,とあみ,toami,普通名詞,人工物-その他,,juman
遠浅,とおあさ,toasa,普通名詞,抽象物,,manual
鳶,とび,tobi,普通名詞,動物,,juman
跳び箱,とびばこ,tobibako,普通名詞,人工物-その他,教育・学習,juman
飛び道具,とびどうぐ,tobidogu,普通名詞,人工物-その他,,juman
鳶口,とびぐち,tobiguchi,普通名詞,人工物-その他,,juman
飛び火,とびひ,tobihi,サ変名詞,抽象物,,juman
飛び入り,とびいり,tobiiri,サ変名詞,抽象物,,juman
鳶色,とびいろ,tobiiro,普通名詞,色,,juman
飛び石,とびいし,tobiishi,普通名詞,自然物,,juman
飛び級,とびきゅう,tobikyu,サ変名詞,抽象物,教育・学習,juman
扉,とびら,tobira,普通名詞,場所-施設,,juman
鳶職,とびしょく,tobishoku,普通名詞,人,,juman
飛魚,とびうお,tobiuo,普通名詞,動物,料理・食事,juman
等分,とうぶん,tobun,サ変名詞,抽象物,,manual
到着,とうちゃく,tochaku,サ変名詞,抽象物,,manual
当直,とうちょく,tochoku,サ変名詞,人;抽象物,教育・学習;ビジネス,juman
途中,とちゅう,tochu,時相名詞,抽象物,,manual
灯台,とうだい,todai,普通名詞,人工物-その他,交通,juman
灯台守,とうだいもり,todaimori,普通名詞,人,,juman
戸棚,とだな,todana,普通名詞,人工物-その他,家庭・暮らし,juman
都電,とでん,toden,普通名詞,人工物-乗り物,交通,juman
遠縁,とおえん,toen,普通名詞,人,,juman
豆腐,とうふ,tofu,普通名詞,人工物-食べ物,料理・食事,juman
唐辛子,とうがらし,togarashi,普通名詞,植物;人工物-食べ物,料理・食事,juman
峠,とうげ,toge,普通名詞,場所-自然,,juman
戸口,とぐち,toguchi,普通名詞,場所-施設部位,,juman
戸車,とぐるま,toguruma,普通名詞,人工物-その他,,juman
頭髪,とうはつ,tohatsu,普通名詞,動物-部位,,juman
東北東,とうほくとう,tohokuto,普通名詞,場所-機能,,juman
問,とい,toi,普通名詞,抽象物,,juman
吐息,といき,toiki,サ変名詞,抽象物,,manual
統一,とういつ,toitsu,サ変名詞,抽象物,,manual
陶磁器,とうじき,tojiki,普通名詞,人工物-その他,文化・芸術;料理・食事,juman
戸締まり,とじまり,tojimari,サ変名詞,抽象物,家庭・暮らし,juman
当日,とうじつ,tojitsu,時相名詞,時間,,juman
時計,とけい,tokei,普通名詞,人工物-その他,家庭・暮らし,juman
凍結,とうけつ,toketsu,サ変名詞,抽象物,,manual
鴇色,ときいろ,tokiiro,普通名詞,色,,juman
常磐木,ときわぎ,tokiwagi,普通名詞,植物,,juman
特権,とっけん,tokken,普通名詞,抽象物,,manual
特効,とっこう,tokko,普通名詞,抽象物,,manual
特急,とっきゅう,tokkyu,普通名詞,人工物-乗り物,交通,juman
床上げ,とこあげ,tokoage,サ変名詞,抽象物,家庭・暮らし,juman
常夏,とこなつ,tokonatsu,普通名詞,抽象物,,manual
床の間,とこのま,tokonoma,普通名詞,場所-施設部位,家庭・暮らし,juman
所,ところ,tokoro,普通名詞,場所-機能,,juman
所書き,ところがき,tokorogaki,普通名詞,抽象物,家庭・暮らし,juman
心太,ところてん,tokoroten,普通名詞,人工物-食べ物,料理・食事,juman
頭骨,とうこつ,tokotsu,普通名詞,動物-部位,,juman
床屋,とこや,tokoya,普通名詞,場所-施設,家庭・暮らし,juman
特売,とくばい,tokubai,サ変名詞,抽象物,家庭・暮らし;ビジネス,juman
特徴,とくちょう,tokucho,普通名詞,抽象物,,manual
特技,とくぎ,tokugi,普通名詞,抽象物,,manual
読本,とくほん,tokuhon,普通名詞,人工物-その他;抽象物,文化・芸術;教育・学習,juman
匿名,とくめい,tokumei,普通名詞,抽象物,,manual
特産,とくさん,tokusan,普通名詞,人工物-その他,,juman
特撮,とくさつ,tokusatsu,普通名詞,抽象物,文化・芸術;メディア,juman
特製,とくせい,tokusei,サ変名詞,抽象物,,manual
特色,とくしょく,tokushoku,普通名詞,抽象物,,manual
特定,とくてい,tokutei,サ変名詞,抽象物,,manual
得点,とくてん,tokuten,サ変名詞,抽象物,スポーツ,juman
徒競走,ときょうそう,tokyoso,普通名詞,抽象物,スポーツ;教育・学習,juman
戸前,とまえ,tomae,普通名詞,場所-その他,,juman
泊まり掛け,とまりがけ,tomarigake,普通名詞,抽象物,家庭・暮らし,juman
止まり木,とまりぎ,tomarigi,普通名詞,人工物-その他,,juman
遠回り,とおまわり,tomawari,サ変名詞,抽象物,,juman
留め針,とめばり,tomebari,普通名詞,人工物-その他,家庭・暮らし,juman
留め金,とめがね,tomegane,普通名詞,人工物-その他,,juman
留め具,とめぐ,tomegu,普通名詞,人工物-その他,,juman
富,とみ,tomi,普通名詞,人工物-金銭,,juman
富籤,とみくじ,tomikuji,普通名詞,人工物-その他,レクリエーション,juman
供,とも,tomo,普通名詞,人;抽象物,,juman
友達,ともだち,tomodachi,普通名詞,人,家庭・暮らし,juman
灯し火,ともしび,tomoshibi,普通名詞,抽象物,家庭・暮らし,juman
纜,ともづな,tomozuna,普通名詞,人工物-その他,交通,juman
灯明,とうみょう,tomyo,普通名詞,抽象物,文化・芸術;家庭・暮らし,juman
隣り,となり,tonari,普通名詞,場所-その他,,juman
蜻蛉,とんぼ,tonbo,普通名詞,動物,,juman
とんぼ返り,とんぼがえり,tonbogaeri,サ変名詞,抽象物,スポーツ;交通,juman
当人,とうにん,tonin,普通名詞,人,,juman
豚汁,とんじる,tonjiru,普通名詞,人工物-食べ物,料理・食事,juman
殿,との,tono,普通名詞,人,,juman
豆乳,とうにゅう,tonyu,普通名詞,人工物-食べ物;自然物,料理・食事,juman
突破,とっぱ,toppa,サ変名詞,抽象物,,manual
突発,とっぱつ,toppatsu,サ変名詞,抽象物,,manual
虎,とら,tora,普通名詞,動物,,juman
虎の子,とらのこ,toranoko,普通名詞,人工物-金銭,,juman
鳥,とり,tori,普通名詞,動物,,juman
通り雨,とおりあめ,toriame,普通名詞,抽象物,,juman
砦,とりで,toride,普通名詞,場所-施設,,juman
鳥小屋,とりごや,torigoya,普通名詞,場所-施設,,juman
鳥居,とりい,torii,普通名詞,場所-施設,文化・芸術,juman
取り舵,とりかじ,torikaji,普通名詞,抽象物,交通,juman
虜,とりこ,toriko,普通名詞,人,,juman
取り口,とりくち,torikuchi,普通名詞,抽象物,スポーツ,juman
通り道,とおりみち,torimichi,普通名詞,場所-その他,,juman
鳥肉,とりにく,toriniku,普通名詞,人工物-食べ物,料理・食事,juman
酉の市,とりのいち,torinoichi,普通名詞,抽象物,家庭・暮らし,juman
通りすがり,とおりすがり,torisugari,普通名詞,抽象物,,juman
都立,とりつ,toritsu,普通名詞,抽象物,教育・学習;ビジネス;政治,juman
とろ火,とろび,torobi,普通名詞,自然物,料理・食事,juman
登録,とうろく,toroku,サ変名詞,抽象物,,manual
討論,とうろん,toron,サ変名詞,抽象物,,manual
とさか,とさか,tosaka,普通名詞,動物-部位,,juman
父さん,とうさん,tosan,普通名詞,人,家庭・暮らし,juman
謄写版,とうしゃばん,toshaban,普通名詞,人工物-その他,文化・芸術,juman
年,とし,toshi,時相名詞,時間,,juman
年明け,としあけ,toshiake,普通名詞,時間,,juman
年子,としご,toshigo,普通名詞,人,家庭・暮らし,juman
年頃,としごろ,toshigoro,普通名詞,時間,,juman
年越し,としこし,toshikoshi,サ変名詞,抽象物,家庭・暮らし,juman
年半,としなか,toshinaka,普通名詞,時間,,juman
年の瀬,としのせ,toshinose,時相名詞,時間,,juman
年女,としおんな,toshionna,普通名詞,人,家庭・暮らし,juman
年男,としおとこ,toshiotoko,普通名詞,人,家庭・暮らし,juman
年下,としした,toshishita,普通名詞,抽象物,,manual
糖質,とうしつ,toshitsu,普通名詞,自然物,料理・食事,juman
年上,としうえ,toshiue,普通名詞,抽象物,,manual
年寄り,としより,toshiyori,普通名詞,人,,juman
突進,とっしん,tosshin,サ変名詞,抽象物,,manual
突出,とっしゅつ,tosshutsu,サ変名詞,抽象物,,manual
到達,とうたつ,totatsu,サ変名詞,抽象物,,manual
突撃,とつげき,totsugeki,サ変名詞,抽象物,,manual
突入,とつにゅう,totsunyu,サ変名詞,抽象物,,manual
突端,とったん,tottan,普通名詞,場所-その他,,juman
取っ手,とって,totte,普通名詞,場所-その他,,juman
突堤,とってい,tottei,普通名詞,場所-施設,,juman
取って置き,とっておき,totteoki,普通名詞,抽象物,,juman
外様,とざま,tozama,普通名詞,人,,juman
登山口,とざんぐち,tozanguchi,普通名詞,場所-その他,,juman
椿,つばき,tsubaki,普通名詞,植物,,juman
燕,つばめ,tsubame,普通名詞,動物,,juman
翼,つばさ,tsubasa,普通名詞,動物-部位,,juman
蕾,つぼみ,tsubomi,普通名詞,植物-部位,,juman
粒,つぶ,tsubu,普通名詞,形・模様,,juman
通分,つうぶん,tsubun,サ変名詞,抽象物,教育・学習,juman
土,つち,tsuchi,普通名詞,自然物,,juman
槌音,つちおと,tsuchioto,普通名詞,抽象物,,manual
杖,つえ,tsue,普通名詞,人工物-その他,,juman
つがい,つがい,tsugai,普通名詞,動物,,juman
通学,つうがく,tsugaku,サ変名詞,抽象物,教育・学習,juman
告げ口,つげぐち,tsugeguchi,サ変名詞,抽象物,,juman
次,つぎ,tsugi,普通名詞,時間,,juman
接ぎ木,つぎき,tsugiki,サ変名詞,抽象物,,juman
継ぎ目,つぎめ,tsugime,普通名詞,場所-その他,,juman
鶇,つぐみ,tsugumi,普通名詞,動物,,juman
追弔,ついちょう,tsuicho,サ変名詞,抽象物,文化・芸術,juman
