word,hiragana,romaji,pos,category,domain,source
太股,ふともも,futomomo,普通名詞,動物-部位,,juman
布団,ふとん,futon,普通名詞,人工物-その他,家庭・暮らし,juman
仏文,ふつぶん,futsubun,普通名詞,抽象物,文化・芸術;教育・学習,juman
不惑,ふわく,fuwaku,普通名詞,時間,,juman
腐葉土,ふようど,fuyodo,普通名詞,自然物,,juman
冬,ふゆ,fuyu,時相名詞,時間,,juman
冬場,ふゆば,fuyuba,時相名詞,時間,,juman
冬枯れ,ふゆがれ,fuyugare,サ変名詞,抽象物,,juman
冬物,ふゆもの,fuyumono,普通名詞,人工物-衣類,家庭・暮らし,juman
冬山,ふゆやま,fuyuyama,普通名詞,場所-自然,,juman
画鋲,がびょう,gabyo,普通名詞,人工物-その他,,juman
がちょう,がちょう,gacho,普通名詞,動物,,juman
画伯,がはく,gahaku,普通名詞,人,文化・芸術,juman
外部,がいぶ,gaibu,普通名詞,場所-機能,,juman
害鳥,がいちょう,gaicho,普通名詞,動物,,juman
外伝,がいでん,gaiden,普通名詞,抽象物,文化・芸術,juman
外泊,がいはく,gaihaku,サ変名詞,抽象物,家庭・暮らし,juman
外壁,がいへき,gaiheki,普通名詞,場所-施設部位,,juman
外海,がいかい,gaikai,普通名詞,場所-自然,,juman
外郭,がいかく,gaikaku,普通名詞,場所-施設部位,,juman
外気,がいき,gaiki,普通名詞,自然物,,juman
外輪山,がいりんざん,gairinzan,普通名詞,場所-自然,,juman
外車,がいしゃ,gaisha,普通名詞,人工物-乗り物,交通,juman
外食,がいしょく,gaishoku,サ変名詞,人工物-食べ物,料理・食事,juman
外敵,がいてき,gaiteki,普通名詞,人,,juman
外套,がいとう,gaito,普通名詞,人工物-衣類,家庭・暮らし,juman
外野,がいや,gaiya,普通名詞,場所-その他,スポーツ,juman
外野手,がいやしゅ,gaiyashu,普通名詞,人,スポーツ,juman
牙城,がじょう,gajo,普通名詞,場所-施設,,juman
崖,がけ,gake,普通名詞,場所-自然,,juman
崖っ縁,がけっぷち,gakeppuchi,普通名詞,場所-自然,,juman
がき大将,がきだいしょう,gakidaisho,普通名詞,人,家庭・暮らし,juman
学校,がっこう,gakko,普通名詞,場所-施設,教育・学習,juman
楽曲,がっきょく,gakkyoku,普通名詞,抽象物,文化・芸術,juman
額縁,がくぶち,gakubuchi,普通名詞,人工物-その他,文化・芸術,juman
学長,がくちょう,gakucho,普通名詞,人,教育・学習,juman
楽譜,がくふ,gakufu,普通名詞,人工物-その他;抽象物,文化・芸術,juman
学芸,がくげい,gakugei,普通名詞,抽象物,文化・芸術;教育・学習,juman
学費,がくひ,gakuhi,普通名詞,人工物-金銭,教育・学習,juman
学術,がくじゅつ,gakujutsu,普通名詞,抽象物,教育・学習;科学・技術,juman
学問,がくもん,gakumon,サ変名詞,抽象物,教育・学習,juman
学年,がくねん,gakunen,普通名詞,時間,教育・学習,juman
学生,がくせい,gakusei,普通名詞,人,教育・学習,juman
学資,がくし,gakushi,普通名詞,人工物-金銭,教育・学習,juman
楽章,がくしょう,gakusho,普通名詞,抽象物,文化・芸術,juman
学習,がくしゅう,gakushu,サ変名詞,抽象物,教育・学習,juman
学卒,がくそつ,gakusotsu,普通名詞,抽象物,教育・学習;ビジネス,juman
学徒,がくと,gakuto,普通名詞,人,教育・学習,juman
楽屋,がくや,gakuya,普通名詞,場所-施設,文化・芸術,juman
蒲,がま,gama,普通名詞,植物,,juman
蝦蟇口,がまぐち,gamaguchi,普通名詞,人工物-その他,家庭・暮らし,juman
雁,がん,gan,普通名詞,動物,,juman
岩盤,がんばん,ganban,普通名詞,自然物,,juman
眼中,がんちゅう,ganchu,普通名詞,場所-その他,,juman
岩塩,がんえん,ganen,普通名詞,人工物-食べ物;自然物,料理・食事,juman
雁木,がんぎ,gangi,普通名詞,人工物-その他,,juman
元日,がんじつ,ganjitsu,時相名詞,時間,,juman
岩窟,がんくつ,gankutsu,普通名詞,場所-自然,,juman
元年,がんねん,gannen,時相名詞,時間,,juman
岸壁,がんぺき,ganpeki,普通名詞,場所-自然,,juman
顔料,がんりょう,ganryo,普通名詞,自然物,,juman
贋作,がんさく,gansaku,サ変名詞,人工物-その他;抽象物,文化・芸術,juman
岩石,がんせき,ganseki,普通名詞,自然物,,juman
眼帯,がんたい,gantai,普通名詞,人工物-その他,健康・医学,juman
丸薬,がんやく,ganyaku,普通名詞,人工物-その他,健康・医学,juman
柄,がら,gara,普通名詞,抽象物,,juman
がらくた,がらくた,garakuta,普通名詞,人工物-その他,,juman
伽藍,がらん,garan,普通名詞,場所-施設,文化・芸術,juman
画集,がしゅう,gashu,普通名詞,人工物-その他,文化・芸術,juman
合唱,がっしょう,gassho,サ変名詞,抽象物,文化・芸術;レクリエーション;教育・学習,juman
合宿,がっしゅく,gasshuku,サ変名詞,抽象物,教育・学習,juman
画用紙,がようし,gayoshi,普通名詞,人工物-その他,レクリエーション;教育・学習,juman
下馬評,げばひょう,gebahyo,普通名詞,抽象物,スポーツ;政治,juman
解脱,げだつ,gedatsu,サ変名詞,抽象物,文化・芸術,juman
芸,げい,gei,普通名詞,抽象物,文化・芸術,manual
芸談,げいだん,geidan,普通名詞,抽象物,文化・芸術,juman
芸風,げいふう,geifu,普通名詞,抽象物,文化・芸術,juman
芸事,げいごと,geigoto,普通名詞,抽象物,文化・芸術,juman
芸術,げいじゅつ,geijutsu,普通名詞,抽象物,文化・芸術,juman
芸子,げいこ,geiko,普通名詞,人,文化・芸術,juman
芸人,げいにん,geinin,普通名詞,人,文化・芸術;メディア,juman
迎春,げいしゅん,geishun,普通名詞,抽象物,家庭・暮らし,juman
げじげじ,げじげじ,gejigeji,普通名詞,動物,,juman
下巻,げかん,gekan,普通名詞,人工物-その他,文化・芸術,juman
劇物,げきぶつ,gekibutsu,普通名詞,人工物-その他,健康・医学,juman
劇中,げきちゅう,gekichu,普通名詞,抽象物,文化・芸術,juman
劇場,げきじょう,gekijo,普通名詞,場所-施設,文化・芸術,juman
劇化,げきか,gekika,サ変名詞,抽象物,文化・芸術,juman
激流,げきりゅう,gekiryu,普通名詞,場所-自然,,juman
劇作,げきさく,gekisaku,サ変名詞,抽象物,文化・芸術,juman
劇作家,げきさくか,gekisakuka,普通名詞,人,文化・芸術,juman
劇薬,げきやく,gekiyaku,普通名詞,人工物-その他,健康・医学,juman
月間,げっかん,gekkan,時相名詞,時間,,juman
月桂樹,げっけいじゅ,gekkeiju,普通名詞,植物,,juman
月桂冠,げっけいかん,gekkeikan,普通名詞,人工物-衣類,,juman
原簿,げんぼ,genbo,普通名詞,人工物-その他,,juman
原木,げんぼく,genboku,普通名詞,植物,,juman
現物,げんぶつ,genbutsu,普通名詞,人工物-その他,,juman
現地,げんち,genchi,普通名詞,場所-その他,,juman
原液,げんえき,geneki,普通名詞,自然物,,juman
弦楽器,げんがっき,gengakki,普通名詞,人工物-その他,文化・芸術,juman
弦楽,げんがく,gengaku,普通名詞,抽象物,文化・芸術,juman
源五郎,げんごろう,gengoro,普通名詞,動物,,juman
原人,げんじん,genjin,普通名詞,人,,juman
原住民,げんじゅうみん,genjumin,普通名詞,人,,juman
原形,げんけい,genkei,普通名詞,形・模様,,juman
玄米,げんまい,genmai,普通名詞,植物;人工物-食べ物,料理・食事,juman
現生,げんなま,gennama,普通名詞,人工物-金銭,,juman
原本,げんぽん,genpon,普通名詞,人工物-その他,,juman
原作,げんさく,gensaku,普通名詞,抽象物,文化・芸術,juman
現世,げんせ,gense,普通名詞,時間,文化・芸術,juman
原石,げんせき,genseki,普通名詞,自然物,,juman
源泉,げんせん,gensen,普通名詞,場所-自然,,juman
玄室,げんしつ,genshitsu,普通名詞,場所-施設,文化・芸術,juman
原初,げんしょ,gensho,普通名詞,時間,,juman
原色,げんしょく,genshoku,普通名詞,色,,juman
原付き,げんつき,gentsuki,普通名詞,人工物-乗り物,交通,juman
原野,げんや,genya,普通名詞,場所-自然,,juman
原図,げんず,genzu,普通名詞,人工物-その他,,juman
月賦,げっぷ,geppu,普通名詞,抽象物,家庭・暮らし;ビジネス,juman
戯作者,げさくしゃ,gesakusha,普通名詞,人,文化・芸術,juman
下船,げせん,gesen,サ変名詞,抽象物,交通,juman
下車,げしゃ,gesha,サ変名詞,抽象物,交通,juman
下宿,げしゅく,geshuku,サ変名詞,抽象物,家庭・暮らし,juman
下手人,げしゅにん,geshunin,普通名詞,人,,juman
下足,げそく,gesoku,普通名詞,人工物-衣類,家庭・暮らし,juman
下水,げすい,gesui,普通名詞,人工物-その他,,juman
下駄,げた,geta,普通名詞,人工物-衣類,家庭・暮らし,juman
月面,げつめん,getsumen,普通名詞,場所-その他,,juman
月曜,げつよう,getsuyo,時相名詞,時間,,juman
月曜日,げつようび,getsuyobi,時相名詞,時間,,juman
下剤,げざい,gezai,普通名詞,人工物-食べ物,健康・医学,juman
義太夫,ぎだゆう,gidayu,普通名詞,抽象物,文化・芸術,juman
義父,ぎふ,gifu,普通名詞,人,家庭・暮らし,juman
犠飛,ぎひ,gihi,普通名詞,抽象物,スポーツ,juman
義兄,ぎけい,gikei,普通名詞,人,家庭・暮らし,juman
技巧,ぎこう,giko,普通名詞,抽象物,文化・芸術,juman
戯曲,ぎきょく,gikyoku,普通名詞,抽象物,文化・芸術,juman
義妹,ぎまい,gimai,普通名詞,人,家庭・暮らし,juman
銀,ぎん,gin,普通名詞,自然物,,manual
銀河,ぎんが,ginga,普通名詞,場所-自然,,juman
銀幕,ぎんまく,ginmaku,普通名詞,人工物-その他,文化・芸術,juman
銀杏,ぎんなん,ginnan,普通名詞,植物-部位;人工物-食べ物,,juman
銀杯,ぎんぱい,ginpai,普通名詞,人工物-その他,,juman
銀箔,ぎんぱく,ginpaku,普通名詞,自然物,,juman
儀式,ぎしき,gishiki,普通名詞,抽象物,文化・芸術,juman
碁盤,ごばん,goban,普通名詞,人工物-その他,レクリエーション;スポーツ,juman
牛蒡,ごぼう,gobo,普通名詞,植物;人工物-食べ物,料理・食事,juman
ごぼう抜き,ごぼうぬき,gobonuki,サ変名詞,抽象物,スポーツ,juman
御馳走,ごちそう,gochiso,サ変名詞,人工物-食べ物,料理・食事,juman
碁石,ごいし,goishi,普通名詞,自然物,レクリエーション;スポーツ,juman
後日,ごじつ,gojitsu,時相名詞,時間,,juman
五重塔,ごじゅうのとう,gojunoto,普通名詞,場所-施設,文化・芸術,juman
豪華版,ごうかばん,gokaban,普通名詞,人工物-その他,,juman
御家人,ごけにん,gokenin,普通名詞,人,,juman
豪傑,ごうけつ,goketsu,普通名詞,人,,juman
ごきぶり,ごきぶり,gokiburi,普通名詞,動物,,juman
合金,ごうきん,gokin,普通名詞,自然物,,juman
五穀,ごこく,gokoku,普通名詞,植物,料理・食事,juman
極楽,ごくらく,gokuraku,普通名詞,場所-その他,文化・芸術,juman
号泣,ごうきゅう,gokyu,サ変名詞,抽象物,,manual
胡麻油,ごまあぶら,gomaabura,普通名詞,人工物-食べ物;自然物,料理・食事,juman
塵箱,ごみばこ,gomibako,普通名詞,人工物-その他,家庭・暮らし,juman
権化,ごんげ,gonge,普通名詞,抽象物,文化・芸術,juman
権現,ごんげん,gongen,普通名詞,人,文化・芸術,juman
娯楽,ごらく,goraku,普通名詞,抽象物,レクリエーション,juman
御利益,ごりやく,goriyaku,普通名詞,抽象物,文化・芸術,juman
ごろつき,ごろつき,gorotsuki,普通名詞,人,,juman
後妻,ごさい,gosai,普通名詞,人,家庭・暮らし,juman
五線紙,ごせんし,gosenshi,普通名詞,人工物-その他,文化・芸術,juman
五色,ごしき,goshiki,普通名詞,色,,juman
茣蓙,ござ,goza,普通名詞,人工物-その他,,juman
午前,ごぜん,gozen,時相名詞,時間,,juman
軍配,ぐんばい,gunbai,サ変名詞,人工物-その他;抽象物,スポーツ,juman
軍医,ぐんい,guni,普通名詞,人,健康・医学;政治,juman
群青色,ぐんじょういろ,gunjoiro,普通名詞,色,,juman
群衆,ぐんしゅう,gunshu,普通名詞,人,,juman
軍手,ぐんて,gunte,普通名詞,人工物-衣類,,juman
群雄,ぐんゆう,gunyu,普通名詞,人,,juman
偶像,ぐうぞう,guzo,普通名詞,抽象物,文化・芸術,juman
御苑,ぎょえん,gyoen,普通名詞,場所-施設,,juman
漁具,ぎょぐ,gyogu,普通名詞,人工物-その他,,juman
行司,ぎょうじ,gyoji,普通名詞,人,スポーツ,juman
魚介,ぎょかい,gyokai,普通名詞,動物;人工物-食べ物,料理・食事,juman
漁港,ぎょこう,gyoko,普通名詞,場所-施設,,juman
玉露,ぎょくろ,gyokuro,普通名詞,人工物-食べ物,料理・食事,juman
玉石,ぎょくせき,gyokuseki,普通名詞,自然物,,juman
漁民,ぎょみん,gyomin,普通名詞,人,,juman
魚肉,ぎょにく,gyoniku,普通名詞,人工物-食べ物,料理・食事,juman
行列,ぎょうれつ,gyoretsu,サ変名詞,形・模様,,juman
魚類,ぎょるい,gyorui,普通名詞,動物,,juman
漁船,ぎょせん,gyosen,普通名詞,人工物-乗り物,,juman
餃子,ぎょーざ,gyoza,普通名詞,人工物-食べ物,料理・食事,juman
牛肉,ぎゅうにく,gyuniku,普通名詞,人工物-食べ物,料理・食事,juman
牛乳,ぎゅうにゅう,gyunyu,普通名詞,人工物-食べ物;自然物,料理・食事,juman
牛車,ぎゅうしゃ,gyusha,普通名詞,人工物-乗り物,,juman
牛刀,ぎゅうとう,gyuto,普通名詞,人工物-その他,料理・食事,juman
幅,はば,haba,普通名詞,場所-機能;抽象物,,juman
幅跳び,はばとび,habatobi,普通名詞,抽象物,スポーツ,juman
羽二重,はぶたえ,habutae,普通名詞,人工物-その他,,juman
蜂,はち,hachi,普通名詞,動物,,juman
鉢合わせ,はちあわせ,hachiawase,サ変名詞,抽象物,,juman
蜂鳥,はちどり,hachidori,普通名詞,動物,,juman
鉢巻き,はちまき,hachimaki,サ変名詞,人工物-衣類,スポーツ;家庭・暮らし,juman
蜂蜜,はちみつ,hachimitsu,普通名詞,人工物-食べ物;自然物,料理・食事,juman
鉢植え,はちうえ,hachiue,普通名詞,植物,,juman
爬虫類,はちゅうるい,hachurui,普通名詞,動物,,juman
肌,はだ,hada,普通名詞,動物-部位,,juman
肌着,はだぎ,hadagi,普通名詞,人工物-衣類,家庭・暮らし,juman
肌色,はだいろ,hadairo,普通名詞,色,,juman
肌触り,はだざわり,hadazawari,普通名詞,抽象物,,juman
蠅,はえ,hae,普通名詞,動物,,juman
生え際,はえぎわ,haegiwa,普通名詞,場所-その他,,juman
延縄,はえなわ,haenawa,普通名詞,人工物-その他,,juman
生え抜き,はえぬき,haenuki,普通名詞,抽象物,家庭・暮らし;ビジネス,juman
歯形,はがた,hagata,普通名詞,形・模様,健康・医学,juman
萩,はぎ,hagi,普通名詞,植物,,juman
端切れ,はぎれ,hagire,普通名詞,人工物-その他,,juman
羽子板,はごいた,hagoita,普通名詞,人工物-その他,レクリエーション,juman
羽衣,はごろも,hagoromo,普通名詞,人工物-衣類,,juman
歯応え,はごたえ,hagotae,普通名詞,抽象物,料理・食事,juman
歯茎,はぐき,haguki,普通名詞,動物-部位,健康・医学,juman
歯車,はぐるま,haguruma,普通名詞,人工物-その他,,juman
母,はは,haha,普通名詞,人,家庭・暮らし,juman
母方,ははかた,hahakata,普通名詞,抽象物,家庭・暮らし,juman
母子草,ははこぐさ,hahakogusa,普通名詞,植物,料理・食事,juman
母親,ははおや,hahaoya,普通名詞,人,家庭・暮らし,juman
母上,ははうえ,hahaue,普通名詞,人,家庭・暮らし,juman
破片,はへん,hahen,普通名詞,人工物-その他,,juman
灰,はい,hai,普通名詞,自然物,,juman
敗北,はいぼく,haiboku,サ変名詞,抽象物,スポーツ;政治,juman
廃物,はいぶつ,haibutsu,普通名詞,人工物-その他,,juman
灰色,はいいろ,haiiro,普通名詞,色,,juman
灰石,はいいし,haiishi,普通名詞,自然物,,juman
俳人,はいじん,haijin,普通名詞,人,文化・芸術,juman
配下,はいか,haika,普通名詞,人,,juman
拝観,はいかん,haikan,サ変名詞,抽象物,文化・芸術,juman
肺門,はいもん,haimon,普通名詞,動物-部位,健康・医学,juman
胚乳,はいにゅう,hainyu,普通名詞,植物-部位,,juman
廃屋,はいおく,haioku,普通名詞,場所-施設,,juman
廃船,はいせん,haisen,普通名詞,人工物-乗り物,交通,juman
敗色,はいしょく,haishoku,普通名詞,抽象物,スポーツ,juman
排水溝,はいすいこう,haisuiko,普通名詞,場所-施設,家庭・暮らし,juman
配役,はいやく,haiyaku,普通名詞,抽象物,文化・芸術,juman
俳優,はいゆう,haiyu,普通名詞,人,文化・芸術,juman
廃材,はいざい,haizai,普通名詞,人工物-その他,,juman
灰皿,はいざら,haizara,普通名詞,人工物-その他,家庭・暮らし,juman
肺臓,はいぞう,haizo,普通名詞,動物-部位,健康・医学,juman
恥,はじ,haji,普通名詞,抽象物,,juman
初め,はじめ,hajime,時相名詞,時間,,juman
袴,はかま,hakama,普通名詞,人工物-衣類,家庭・暮らし,juman
掃き溜め,はきだめ,hakidame,普通名詞,場所-その他,,juman
履き物,はきもの,hakimono,普通名詞,人工物-衣類,家庭・暮らし,juman
白球,はっきゅう,hakkyu,普通名詞,人工物-その他,スポーツ,juman
箱,はこ,hako,普通名詞,人工物-その他,,juman
繁縷,はこべ,hakobe,普通名詞,植物,料理・食事,juman
方舟,はこぶね,hakobune,普通名詞,人工物-乗り物,交通,juman
箱庭,はこにわ,hakoniwa,普通名詞,人工物-その他,健康・医学,juman
箱詰め,はこづめ,hakozume,サ変名詞,抽象物,,juman
箔,はく,haku,普通名詞,自然物,,juman
白墨,はくぼく,hakuboku,普通名詞,人工物-その他,教育・学習,juman
博物,はくぶつ,hakubutsu,普通名詞,人工物-その他,,juman
白鳥,はくちょう,hakucho,普通名詞,動物,,juman
白昼,はくちゅう,hakuchu,時相名詞,時間,,juman
白煙,はくえん,hakuen,普通名詞,自然物,,juman
博学,はくがく,hakugaku,普通名詞,抽象物,教育・学習;科学・技術,juman
白銀,はくぎん,hakugin,普通名詞,自然物,,juman
白鳳,はくほう,hakuho,普通名詞,動物,,juman
白衣,はくい,hakui,普通名詞,人工物-衣類,健康・医学;料理・食事,juman
白磁,はくじ,hakuji,普通名詞,人工物-その他,料理・食事,juman
白日,はくじつ,hakujitsu,普通名詞,自然物,,juman
白米,はくまい,hakumai,普通名詞,植物;人工物-食べ物,料理・食事,juman
薄膜,はくまく,hakumaku,普通名詞,人工物-その他,,juman
白菜,はくさい,hakusai,普通名詞,植物;人工物-食べ物,料理・食事,juman
剥製,はくせい,hakusei,普通名詞,人工物-その他,,juman
白線,はくせん,hakusen,普通名詞,人工物-その他,,juman
白雪,はくせつ,hakusetsu,普通名詞,自然物,,juman
白紙,はくし,hakushi,普通名詞,人工物-その他,,juman
迫真,はくしん,hakushin,普通名詞,抽象物,文化・芸術,juman
白色,はくしょく,hakushoku,普通名詞,色,,juman
拍手,はくしゅ,hakushu,サ変名詞,抽象物,,manual
浜,はま,hama,普通名詞,場所-自然,,juman
浜辺,はまべ,hamabe,普通名詞,場所-自然,,juman
はまち,はまち,hamachi,普通名詞,動物;人工物-食べ物,料理・食事,juman
蛤,はまぐり,hamaguri,普通名詞,動物;人工物-食べ物,料理・食事,juman
葉巻,はまき,hamaki,普通名詞,人工物-その他,料理・食事,juman
破魔矢,はまや,hamaya,普通名詞,人工物-その他,文化・芸術,juman
羽目板,はめいた,hameita,普通名詞,人工物-その他,,juman
歯磨き,はみがき,hamigaki,普通名詞,抽象物,家庭・暮らし,juman
波紋,はもん,hamon,普通名詞,形・模様,,juman
刃物,はもの,hamono,普通名詞,人工物-その他,家庭・暮らし,juman
花,はな,hana,普通名詞,植物,,juman
花畑,はなばたけ,hanabatake,普通名詞,場所-その他,,juman
花火,はなび,hanabi,普通名詞,人工物-その他,レクリエーション,juman
花冷え,はなびえ,hanabie,サ変名詞,抽象物,,juman
花びら,はなびら,hanabira,普通名詞,植物-部位,,juman
花房,はなぶさ,hanabusa,普通名詞,植物-部位,,juman
花便り,はなだより,hanadayori,普通名詞,抽象物,文化・芸術,juman
花時,はなどき,hanadoki,普通名詞,時間,,juman
花柄,はながら,hanagara,普通名詞,形・模様,,juman
花形,はながた,hanagata,普通名詞,人,,juman
花暦,はなごよみ,hanagoyomi,普通名詞,時間,,juman
花曇り,はなぐもり,hanagumori,普通名詞,抽象物,,juman
鼻汁,はなじる,hanajiru,普通名詞,自然物,健康・医学,juman
花丸,はなまる,hanamaru,普通名詞,形・模様,,juman
花道,はなみち,hanamichi,普通名詞,場所-施設部位,文化・芸術,juman
鼻水,はなみず,hanamizu,普通名詞,自然物,,juman
花婿,はなむこ,hanamuko,普通名詞,人,家庭・暮らし,juman
離れ島,はなれじま,hanarejima,普通名詞,場所-自然,,juman
鼻先,はなさき,hanasaki,普通名詞,動物-部位;場所-その他,,juman
話,はなし,hanashi,サ変名詞,抽象物,,juman
放し飼い,はなしがい,hanashigai,サ変名詞,抽象物,,juman
話し声,はなしごえ,hanashigoe,普通名詞,抽象物,,juman
花菖蒲,はなしょうぶ,hanashobu,普通名詞,植物,,juman
鼻筋,はなすじ,hanasuji,普通名詞,形・模様,,juman
花束,はなたば,hanataba,普通名詞,人工物-その他,,juman
鼻歌,はなうた,hanauta,普通名詞,抽象物,レクリエーション,juman
塙,はなわ,hanawa,普通名詞,場所-自然,,juman
花嫁,はなよめ,hanayome,普通名詞,人,家庭・暮らし,juman
花盛り,はなざかり,hanazakari,普通名詞,抽象物,,juman
花園,はなぞの,hanazono,普通名詞,場所-その他,,juman
鼻面,はなづら,hanazura,普通名詞,動物-部位,,juman
羽根突,はねつき,hanetsuki,サ変名詞,抽象物,レクリエーション,juman
版画,はんが,hanga,普通名詞,人工物-その他;抽象物,文化・芸術,juman
半月,はんげつ,hangetsu,普通名詞,自然物,,juman
はにかみ屋,はにかみや,hanikamiya,普通名詞,人,,juman
半熟,はんじゅく,hanjuku,普通名詞,抽象物,料理・食事,juman
繁華街,はんかがい,hankagai,普通名詞,場所-その他,,juman
半規管,はんきかん,hankikan,普通名詞,動物-部位,健康・医学,juman
半日,はんにち,hannichi,時相名詞,時間,,juman
般若,はんにゃ,hannya,普通名詞,抽象物,文化・芸術,juman
半片,はんぺん,hanpen,普通名詞,人工物-食べ物,料理・食事,juman
反省,はんせい,hansei,サ変名詞,抽象物,,manual
半身,はんしん,hanshin,普通名詞,動物-部位,,juman
半袖,はんそで,hansode,普通名詞,人工物-衣類,家庭・暮らし,juman
半島,はんとう,hanto,普通名詞,場所-自然,,juman
半時,はんとき,hantoki,時相名詞,時間,,juman
半透明,はんとうめい,hantomei,普通名詞,色,,juman
半年,はんとし,hantoshi,時相名詞,時間,,juman
半月,はんつき,hantsuki,時相名詞,時間,,juman
羽織,はおり,haori,普通名詞,人工物-衣類,家庭・暮らし,juman
法被,はっぴ,happi,普通名詞,人工物-衣類,家庭・暮らし,juman
発表,はっぴょう,happyo,サ変名詞,抽象物,,manual
原,はら,hara,普通名詞,場所-自然,,juman
腹這,はらばい,harabai,普通名詞,抽象物,家庭・暮らし,juman
腹鰭,はらびれ,harabire,普通名詞,動物-部位,,juman
腹違い,はらちがい,harachigai,普通名詞,抽象物,家庭・暮らし,juman
腹掛け,はらがけ,haragake,普通名詞,人工物-衣類,,juman
払い腰,はらいごし,haraigoshi,普通名詞,抽象物,スポーツ,juman
原っぱ,はらっぱ,harappa,普通名詞,場所-自然,,juman
はらわた,はらわた,harawata,普通名詞,動物-部位,,juman
晴れ着,はれぎ,haregi,普通名詞,人工物-衣類,家庭・暮らし,juman
晴れ間,はれま,harema,普通名詞,抽象物;時間,,juman
腫れ物,はれもの,haremono,普通名詞,動物-部位,健康・医学,juman
針,はり,hari,普通名詞,人工物-その他,家庭・暮らし;健康・医学,juman
張り紙,はりがみ,harigami,普通名詞,人工物-その他,,juman
針金,はりがね,harigane,普通名詞,人工物-その他,,juman
張り子,はりこ,hariko,普通名詞,人工物-その他,文化・芸術,juman
春,はる,haru,時相名詞,時間,,juman
春先,はるさき,harusaki,時相名詞,時間,,juman
春雨,はるさめ,harusame,普通名詞,抽象物,料理・食事,juman
鋏,はさみ,hasami,普通名詞,人工物-その他,家庭・暮らし,juman
挟み撃ち,はさみうち,hasamiuchi,サ変名詞,抽象物,,juman
橋,はし,hashi,普通名詞,場所-施設,交通,juman
端々,はしばし,hashibashi,普通名詞,場所-その他,,juman
橋桁,はしげた,hashigeta,普通名詞,人工物-その他,交通,juman
梯子,はしご,hashigo,普通名詞,人工物-その他,家庭・暮らし,juman
艀,はしけ,hashike,普通名詞,人工物-乗り物,交通,juman
端くれ,はしくれ,hashikure,普通名詞,人;人工物-その他,,juman
柱,はしら,hashira,普通名詞,人工物-その他,,juman
発進,はっしん,hasshin,サ変名詞,抽象物,交通,juman
蓮,はす,hasu,普通名詞,植物;人工物-食べ物,,juman
斜交い,はすかい,hasukai,普通名詞,場所-機能,,juman
斜向かい,はすむかい,hasumukai,普通名詞,場所-機能,,juman
旗,はた,hata,普通名詞,人工物-その他,,juman
畑地,はたち,hatachi,普通名詞,場所-その他,,juman
畑,はたけ,hatake,普通名詞,場所-その他,,juman
旗本,はたもと,hatamoto,普通名詞,人,,juman
破綻,はたん,hatan,サ変名詞,抽象物,ビジネス;家庭・暮らし,juman
機織り,はたおり,hataori,普通名詞,抽象物,家庭・暮らし,juman
発着,はっちゃく,hatchaku,サ変名詞,抽象物,交通,juman
鳩,はと,hato,普通名詞,動物,,juman
波止場,はとば,hatoba,普通名詞,場所-その他,交通,juman
初,はつ,hatsu,普通名詞,時間,,juman
初釜,はつがま,hatsugama,普通名詞,抽象物,文化・芸術,juman
初恋,はつこい,hatsukoi,普通名詞,抽象物,家庭・暮らし,juman
初午,はつうま,hatsuma,普通名詞,時間,,juman
初孫,はつまご,hatsumago,普通名詞,人,家庭・暮らし,juman
初参り,はつまいり,hatsumairi,サ変名詞,抽象物,家庭・暮らし,juman
初詣で,はつもうで,hatsumode,サ変名詞,抽象物,家庭・暮らし,juman
初物,はつもの,hatsumono,普通名詞,人工物-食べ物,,juman
初乗り,はつのり,hatsunori,サ変名詞,抽象物,交通,juman
初役,はつやく,hatsuyaku,普通名詞,抽象物,文化・芸術,juman
初夢,はつゆめ,hatsuyume,普通名詞,抽象物,家庭・暮らし,juman
早場米,はやばまい,hayabamai,普通名詞,植物;人工物-食べ物,料理・食事,juman
早引け,はやびけ,hayabike,サ変名詞,抽象物,家庭・暮らし;教育・学習;ビジネス,juman
隼,はやぶさ,hayabusa,普通名詞,動物,,juman
早変わり,はやがわり,hayagawari,サ変名詞,抽象物,,juman
早く,はやく,hayaku,普通名詞,時間,,juman
早見表,はやみひょう,hayamihyo,普通名詞,人工物-その他,,juman
早起き,はやおき,hayaoki,サ変名詞,抽象物,家庭・暮らし,juman
早瀬,はやせ,hayase,普通名詞,場所-自然;場所-その他,,juman
林,はやし,hayashi,普通名詞,場所-自然,,juman
早生まれ,はやうまれ,hayaumare,普通名詞,抽象物,家庭・暮らし;教育・学習,juman
端境期,はざかいき,hazakaiki,時相名詞,時間,,juman
葉桜,はざくら,hazakura,普通名詞,植物,,juman
蛇,へび,hebi,普通名詞,動物,,juman
天糸瓜,へちま,hechima,普通名詞,植物,家庭・暮らし;料理・食事,juman
へどろ,へどろ,hedoro,普通名詞,人工物-その他,,juman
平地,へいち,heichi,普通名詞,場所-その他,,juman
平服,へいふく,heifuku,普通名詞,人工物-衣類,家庭・暮らし,juman
平原,へいげん,heigen,普通名詞,場所-自然,,juman
平日,へいじつ,heijitsu,普通名詞,時間,,juman
閉幕,へいまく,heimaku,サ変名詞,抽象物,文化・芸術;スポーツ,juman
並走,へいそう,heiso,サ変名詞,抽象物,スポーツ;交通,juman
平野,へいや,heiya,普通名詞,場所-自然,,juman
